IDSUCURSAL;NITPROVEEDOR;FECHAEXP;FECHAEST;FECHAENTEGA;ESTADO
34;10000184;7/06/2018;12/06/2018;;Espera
35;10000185;8/06/2018;13/06/2018;;Espera
36;10000186;9/06/2018;14/06/2018;;Espera
37;10000187;10/06/2018;15/06/2018;;Espera
38;10000188;11/06/2018;16/06/2018;;Espera
39;10000189;12/06/2018;17/06/2018;16/06/2018;Entregado
40;10000190;13/06/2018;18/06/2018;17/06/2018;Entregado
41;10000191;14/06/2018;19/06/2018;;Espera
42;10000192;15/06/2018;20/06/2018;19/06/2018;Entregado
43;10000193;16/06/2018;21/06/2018;;Espera
44;10000194;17/06/2018;22/06/2018;21/06/2018;Entregado
45;10000195;18/06/2018;23/06/2018;;Espera
46;10000196;19/06/2018;24/06/2018;;Espera
47;10000197;20/06/2018;25/06/2018;24/06/2018;Entregado
48;10000198;21/06/2018;26/06/2018;;Espera
49;10000199;22/06/2018;27/06/2018;26/06/2018;Entregado
50;10000200;23/06/2018;28/06/2018;27/06/2018;Entregado
51;10000201;24/06/2018;29/06/2018;28/06/2018;Entregado
52;10000202;25/06/2018;30/06/2018;;Espera
53;10000203;26/06/2018;1/07/2018;;Espera
54;10000204;27/06/2018;2/07/2018;;Espera
55;10000205;28/06/2018;3/07/2018;;Espera
56;10000206;29/06/2018;4/07/2018;3/07/2018;Entregado
57;10000207;30/06/2018;5/07/2018;4/07/2018;Entregado
58;10000208;1/07/2018;6/07/2018;5/07/2018;Entregado
59;10000209;2/07/2018;7/07/2018;;Espera
60;10000210;3/07/2018;8/07/2018;7/07/2018;Entregado
61;10000211;4/07/2018;9/07/2018;8/07/2018;Entregado
62;10000212;5/07/2018;10/07/2018;9/07/2018;Entregado
63;10000213;6/07/2018;11/07/2018;10/07/2018;Entregado
64;10000214;7/07/2018;12/07/2018;11/07/2018;Entregado
65;10000215;8/07/2018;13/07/2018;;Espera
66;10000216;9/07/2018;14/07/2018;;Espera
67;10000217;10/07/2018;15/07/2018;;Espera
68;10000218;11/07/2018;16/07/2018;15/07/2018;Entregado
69;10000219;12/07/2018;17/07/2018;16/07/2018;Entregado
70;10000220;13/07/2018;18/07/2018;;Espera
71;10000221;14/07/2018;19/07/2018;;Espera
72;10000222;15/07/2018;20/07/2018;19/07/2018;Entregado
73;10000223;16/07/2018;21/07/2018;20/07/2018;Entregado
74;10000224;17/07/2018;22/07/2018;;Espera
75;10000225;18/07/2018;23/07/2018;22/07/2018;Entregado
76;10000226;19/07/2018;24/07/2018;;Espera
77;10000227;20/07/2018;25/07/2018;24/07/2018;Entregado
78;10000228;21/07/2018;26/07/2018;;Espera
79;10000229;22/07/2018;27/07/2018;;Espera
80;10000230;23/07/2018;28/07/2018;27/07/2018;Entregado
81;10000231;24/07/2018;29/07/2018;;Espera
82;10000232;25/07/2018;30/07/2018;29/07/2018;Entregado
83;10000233;26/07/2018;31/07/2018;30/07/2018;Entregado
84;10000234;27/07/2018;1/08/2018;;Espera
85;10000235;28/07/2018;2/08/2018;1/08/2018;Entregado
86;10000236;29/07/2018;3/08/2018;2/08/2018;Entregado
87;10000237;30/07/2018;4/08/2018;;Espera
88;10000238;31/07/2018;5/08/2018;;Espera
89;10000239;1/08/2018;6/08/2018;5/08/2018;Entregado
90;10000240;2/08/2018;7/08/2018;;Espera
91;10000241;3/08/2018;8/08/2018;;Espera
92;10000242;4/08/2018;9/08/2018;;Espera
93;10000243;5/08/2018;10/08/2018;;Espera
94;10000244;6/08/2018;11/08/2018;;Espera
95;10000245;7/08/2018;12/08/2018;11/08/2018;Entregado
96;10000246;8/08/2018;13/08/2018;12/08/2018;Entregado
97;10000247;9/08/2018;14/08/2018;13/08/2018;Entregado
98;10000248;10/08/2018;15/08/2018;;Espera
99;10000249;11/08/2018;16/08/2018;;Espera
100;10000250;12/08/2018;17/08/2018;16/08/2018;Entregado
101;10000251;13/08/2018;18/08/2018;17/08/2018;Entregado
102;10000252;14/08/2018;19/08/2018;;Espera
103;10000253;15/08/2018;20/08/2018;19/08/2018;Entregado
104;10000254;16/08/2018;21/08/2018;;Espera
105;10000255;17/08/2018;22/08/2018;;Espera
106;10000256;18/08/2018;23/08/2018;;Espera
107;10000257;19/08/2018;24/08/2018;;Espera
108;10000258;20/08/2018;25/08/2018;;Espera
109;10000259;21/08/2018;26/08/2018;;Espera
110;10000260;22/08/2018;27/08/2018;;Espera
111;10000261;23/08/2018;28/08/2018;27/08/2018;Entregado
112;10000262;24/08/2018;29/08/2018;28/08/2018;Entregado
113;10000263;25/08/2018;30/08/2018;29/08/2018;Entregado
114;10000264;26/08/2018;31/08/2018;30/08/2018;Entregado
115;10000265;27/08/2018;1/09/2018;;Espera
116;10000266;28/08/2018;2/09/2018;1/09/2018;Entregado
117;10000267;29/08/2018;3/09/2018;;Espera
118;10000268;30/08/2018;4/09/2018;3/09/2018;Entregado
119;10000269;31/08/2018;5/09/2018;4/09/2018;Entregado
120;10000270;1/09/2018;6/09/2018;5/09/2018;Entregado
121;10000271;2/09/2018;7/09/2018;6/09/2018;Entregado
122;10000272;3/09/2018;8/09/2018;;Espera
123;10000273;4/09/2018;9/09/2018;;Espera
124;10000274;5/09/2018;10/09/2018;;Espera
125;10000275;6/09/2018;11/09/2018;;Espera
126;10000276;7/09/2018;12/09/2018;;Espera
127;10000277;8/09/2018;13/09/2018;12/09/2018;Entregado
128;10000278;9/09/2018;14/09/2018;;Espera
129;10000279;10/09/2018;15/09/2018;;Espera
130;10000280;11/09/2018;16/09/2018;15/09/2018;Entregado
131;10000281;12/09/2018;17/09/2018;;Espera
132;10000282;13/09/2018;18/09/2018;;Espera
133;10000283;14/09/2018;19/09/2018;;Espera
134;10000284;15/09/2018;20/09/2018;;Espera
135;10000285;16/09/2018;21/09/2018;20/09/2018;Entregado
136;10000286;17/09/2018;22/09/2018;21/09/2018;Entregado
137;10000287;18/09/2018;23/09/2018;;Espera
138;10000288;19/09/2018;24/09/2018;;Espera
139;10000289;20/09/2018;25/09/2018;24/09/2018;Entregado
140;10000290;21/09/2018;26/09/2018;;Espera
141;10000291;22/09/2018;27/09/2018;26/09/2018;Entregado
142;10000292;23/09/2018;28/09/2018;;Espera
143;10000293;24/09/2018;29/09/2018;;Espera
144;10000294;25/09/2018;30/09/2018;;Espera
145;10000295;26/09/2018;1/10/2018;30/09/2018;Entregado
146;10000296;27/09/2018;2/10/2018;1/10/2018;Entregado
147;10000297;28/09/2018;3/10/2018;2/10/2018;Entregado
148;10000298;29/09/2018;4/10/2018;;Espera
149;10000299;30/09/2018;5/10/2018;;Espera
150;10000300;1/10/2018;6/10/2018;;Espera
1;10000001;2/10/2018;7/10/2018;6/10/2018;Entregado
2;10000002;3/10/2018;8/10/2018;;Espera
3;10000003;4/10/2018;9/10/2018;8/10/2018;Entregado
4;10000004;5/10/2018;10/10/2018;;Espera
5;10000005;6/10/2018;11/10/2018;10/10/2018;Entregado
6;10000006;7/10/2018;12/10/2018;11/10/2018;Entregado
7;10000007;8/10/2018;13/10/2018;;Espera
8;10000008;9/10/2018;14/10/2018;;Espera
9;10000009;10/10/2018;15/10/2018;14/10/2018;Entregado
10;10000010;11/10/2018;16/10/2018;15/10/2018;Entregado
11;10000011;12/10/2018;17/10/2018;;Espera
12;10000012;13/10/2018;18/10/2018;;Espera
13;10000013;14/10/2018;19/10/2018;18/10/2018;Entregado
14;10000014;15/10/2018;20/10/2018;;Espera
15;10000015;16/10/2018;21/10/2018;20/10/2018;Entregado
16;10000016;17/10/2018;22/10/2018;;Espera
17;10000017;18/10/2018;23/10/2018;;Espera
18;10000018;19/10/2018;24/10/2018;23/10/2018;Entregado
19;10000019;20/10/2018;25/10/2018;;Espera
20;10000020;21/10/2018;26/10/2018;;Espera
21;10000021;22/10/2018;27/10/2018;;Espera
22;10000022;23/10/2018;28/10/2018;;Espera
23;10000023;24/10/2018;29/10/2018;28/10/2018;Entregado
24;10000024;25/10/2018;30/10/2018;29/10/2018;Entregado
25;10000025;26/10/2018;31/10/2018;30/10/2018;Entregado
26;10000026;27/10/2018;1/11/2018;31/10/2018;Entregado
27;10000027;28/10/2018;2/11/2018;1/11/2018;Entregado
28;10000028;29/10/2018;3/11/2018;;Espera
29;10000029;30/10/2018;4/11/2018;;Espera
30;10000030;31/10/2018;5/11/2018;;Espera
31;10000031;1/11/2018;6/11/2018;5/11/2018;Entregado
32;10000032;2/11/2018;7/11/2018;;Espera
33;10000033;3/11/2018;8/11/2018;7/11/2018;Entregado
34;10000034;4/11/2018;9/11/2018;8/11/2018;Entregado
35;10000035;5/11/2018;10/11/2018;9/11/2018;Entregado
36;10000036;6/11/2018;11/11/2018;10/11/2018;Entregado
37;10000037;7/11/2018;12/11/2018;;Espera
38;10000038;8/11/2018;13/11/2018;12/11/2018;Entregado
39;10000039;9/11/2018;14/11/2018;;Espera
40;10000040;10/11/2018;15/11/2018;;Espera
41;10000041;11/11/2018;16/11/2018;15/11/2018;Entregado
42;10000042;12/11/2018;17/11/2018;16/11/2018;Entregado
43;10000043;13/11/2018;18/11/2018;;Espera
44;10000044;14/11/2018;19/11/2018;;Espera
45;10000045;15/11/2018;20/11/2018;;Espera
46;10000046;16/11/2018;21/11/2018;;Espera
47;10000047;17/11/2018;22/11/2018;;Espera
48;10000048;18/11/2018;23/11/2018;;Espera
49;10000049;19/11/2018;24/11/2018;23/11/2018;Entregado
50;10000050;20/11/2018;25/11/2018;;Espera
51;10000051;21/11/2018;26/11/2018;;Espera
52;10000052;22/11/2018;27/11/2018;26/11/2018;Entregado
53;10000053;23/11/2018;28/11/2018;;Espera
54;10000054;24/11/2018;29/11/2018;28/11/2018;Entregado
55;10000055;25/11/2018;30/11/2018;;Espera
56;10000056;26/11/2018;1/12/2018;30/11/2018;Entregado
57;10000057;27/11/2018;2/12/2018;;Espera
58;10000058;28/11/2018;3/12/2018;;Espera
59;10000059;29/11/2018;4/12/2018;;Espera
60;10000060;30/11/2018;5/12/2018;4/12/2018;Entregado
61;10000061;1/12/2018;6/12/2018;;Espera
62;10000062;2/12/2018;7/12/2018;6/12/2018;Entregado
63;10000063;3/12/2018;8/12/2018;;Espera
64;10000064;4/12/2018;9/12/2018;8/12/2018;Entregado
65;10000065;5/12/2018;10/12/2018;9/12/2018;Entregado
66;10000066;6/12/2018;11/12/2018;10/12/2018;Entregado
67;10000067;7/12/2018;12/12/2018;;Espera
68;10000068;8/12/2018;13/12/2018;;Espera
69;10000069;9/12/2018;14/12/2018;;Espera
70;10000070;10/12/2018;15/12/2018;14/12/2018;Entregado
71;10000071;11/12/2018;16/12/2018;15/12/2018;Entregado
72;10000072;12/12/2018;17/12/2018;;Espera
73;10000073;13/12/2018;18/12/2018;;Espera
74;10000074;14/12/2018;19/12/2018;;Espera
75;10000075;15/12/2018;20/12/2018;;Espera
76;10000076;16/12/2018;21/12/2018;20/12/2018;Entregado
77;10000077;17/12/2018;22/12/2018;;Espera
78;10000078;18/12/2018;23/12/2018;;Espera
79;10000079;19/12/2018;24/12/2018;23/12/2018;Entregado
80;10000080;20/12/2018;25/12/2018;24/12/2018;Entregado
81;10000081;21/12/2018;26/12/2018;25/12/2018;Entregado
82;10000082;22/12/2018;27/12/2018;26/12/2018;Entregado
83;10000083;23/12/2018;28/12/2018;27/12/2018;Entregado
84;10000084;24/12/2018;29/12/2018;;Espera
85;10000085;25/12/2018;30/12/2018;29/12/2018;Entregado
86;10000086;26/12/2018;31/12/2018;;Espera
87;10000087;27/12/2018;1/01/2019;;Espera
88;10000088;28/12/2018;2/01/2019;1/01/2019;Entregado
89;10000089;29/12/2018;3/01/2019;;Espera
90;10000090;30/12/2018;4/01/2019;3/01/2019;Entregado
91;10000091;31/12/2018;5/01/2019;;Espera
92;10000092;1/01/2017;6/01/2017;5/01/2017;Entregado
93;10000093;2/01/2017;7/01/2017;6/01/2017;Entregado
94;10000094;3/01/2017;8/01/2017;;Espera
95;10000095;4/01/2017;9/01/2017;;Espera
96;10000096;5/01/2017;10/01/2017;;Espera
97;10000097;6/01/2017;11/01/2017;10/01/2017;Entregado
98;10000098;7/01/2017;12/01/2017;11/01/2017;Entregado
99;10000099;8/01/2017;13/01/2017;12/01/2017;Entregado
100;10000100;9/01/2017;14/01/2017;;Espera
101;10000101;10/01/2017;15/01/2017;;Espera
102;10000102;11/01/2017;16/01/2017;;Espera
103;10000103;12/01/2017;17/01/2017;16/01/2017;Entregado
104;10000104;13/01/2017;18/01/2017;;Espera
105;10000105;14/01/2017;19/01/2017;18/01/2017;Entregado
106;10000106;15/01/2017;20/01/2017;19/01/2017;Entregado
107;10000107;16/01/2017;21/01/2017;20/01/2017;Entregado
108;10000108;17/01/2017;22/01/2017;21/01/2017;Entregado
109;10000109;18/01/2017;23/01/2017;22/01/2017;Entregado
110;10000110;19/01/2017;24/01/2017;23/01/2017;Entregado
111;10000111;20/01/2017;25/01/2017;24/01/2017;Entregado
112;10000112;21/01/2017;26/01/2017;25/01/2017;Entregado
113;10000113;22/01/2017;27/01/2017;;Espera
114;10000114;23/01/2017;28/01/2017;27/01/2017;Entregado
115;10000115;24/01/2017;29/01/2017;28/01/2017;Entregado
116;10000116;25/01/2017;30/01/2017;29/01/2017;Entregado
117;10000117;26/01/2017;31/01/2017;;Espera
118;10000118;27/01/2017;1/02/2017;31/01/2017;Entregado
119;10000119;28/01/2017;2/02/2017;1/02/2017;Entregado
120;10000120;29/01/2017;3/02/2017;2/02/2017;Entregado
121;10000121;30/01/2017;4/02/2017;;Espera
122;10000122;31/01/2017;5/02/2017;;Espera
123;10000123;1/02/2017;6/02/2017;;Espera
124;10000124;2/02/2017;7/02/2017;;Espera
125;10000125;3/02/2017;8/02/2017;7/02/2017;Entregado
126;10000126;4/02/2017;9/02/2017;;Espera
127;10000127;5/02/2017;10/02/2017;9/02/2017;Entregado
128;10000128;6/02/2017;11/02/2017;10/02/2017;Entregado
129;10000129;7/02/2017;12/02/2017;11/02/2017;Entregado
130;10000130;8/02/2017;13/02/2017;;Espera
131;10000131;9/02/2017;14/02/2017;;Espera
132;10000132;10/02/2017;15/02/2017;;Espera
133;10000133;11/02/2017;16/02/2017;15/02/2017;Entregado
134;10000134;12/02/2017;17/02/2017;16/02/2017;Entregado
135;10000135;13/02/2017;18/02/2017;17/02/2017;Entregado
136;10000136;14/02/2017;19/02/2017;18/02/2017;Entregado
137;10000137;15/02/2017;20/02/2017;19/02/2017;Entregado
138;10000138;16/02/2017;21/02/2017;;Espera
139;10000139;17/02/2017;22/02/2017;;Espera
140;10000140;18/02/2017;23/02/2017;;Espera
141;10000141;19/02/2017;24/02/2017;;Espera
142;10000142;20/02/2017;25/02/2017;;Espera
143;10000143;21/02/2017;26/02/2017;25/02/2017;Entregado
144;10000144;22/02/2017;27/02/2017;;Espera
145;10000145;23/02/2017;28/02/2017;27/02/2017;Entregado
146;10000146;24/02/2017;1/03/2017;;Espera
147;10000147;25/02/2017;2/03/2017;1/03/2017;Entregado
148;10000148;26/02/2017;3/03/2017;;Espera
149;10000149;27/02/2017;4/03/2017;3/03/2017;Entregado
150;10000150;28/02/2017;5/03/2017;;Espera
1;10000151;1/03/2017;6/03/2017;5/03/2017;Entregado
2;10000152;2/03/2017;7/03/2017;;Espera
3;10000153;3/03/2017;8/03/2017;7/03/2017;Entregado
4;10000154;4/03/2017;9/03/2017;8/03/2017;Entregado
5;10000155;5/03/2017;10/03/2017;;Espera
6;10000156;6/03/2017;11/03/2017;;Espera
7;10000157;7/03/2017;12/03/2017;11/03/2017;Entregado
8;10000158;8/03/2017;13/03/2017;12/03/2017;Entregado
9;10000159;9/03/2017;14/03/2017;;Espera
10;10000160;10/03/2017;15/03/2017;14/03/2017;Entregado
11;10000161;11/03/2017;16/03/2017;;Espera
12;10000162;12/03/2017;17/03/2017;16/03/2017;Entregado
13;10000163;13/03/2017;18/03/2017;17/03/2017;Entregado
14;10000164;14/03/2017;19/03/2017;18/03/2017;Entregado
15;10000165;15/03/2017;20/03/2017;19/03/2017;Entregado
16;10000166;16/03/2017;21/03/2017;;Espera
17;10000167;17/03/2017;22/03/2017;;Espera
18;10000168;18/03/2017;23/03/2017;22/03/2017;Entregado
19;10000169;19/03/2017;24/03/2017;23/03/2017;Entregado
20;10000170;20/03/2017;25/03/2017;24/03/2017;Entregado
21;10000171;21/03/2017;26/03/2017;;Espera
22;10000172;22/03/2017;27/03/2017;26/03/2017;Entregado
23;10000173;23/03/2017;28/03/2017;;Espera
24;10000174;24/03/2017;29/03/2017;;Espera
25;10000175;25/03/2017;30/03/2017;29/03/2017;Entregado
26;10000176;26/03/2017;31/03/2017;;Espera
27;10000177;27/03/2017;1/04/2017;31/03/2017;Entregado
28;10000178;28/03/2017;2/04/2017;;Espera
29;10000179;29/03/2017;3/04/2017;;Espera
30;10000180;30/03/2017;4/04/2017;;Espera
31;10000181;31/03/2017;5/04/2017;;Espera
32;10000182;1/04/2017;6/04/2017;;Espera
33;10000183;2/04/2017;7/04/2017;6/04/2017;Entregado
34;10000184;3/04/2017;8/04/2017;;Espera
35;10000185;4/04/2017;9/04/2017;;Espera
36;10000186;5/04/2017;10/04/2017;;Espera
37;10000187;6/04/2017;11/04/2017;10/04/2017;Entregado
38;10000188;7/04/2017;12/04/2017;;Espera
39;10000189;8/04/2017;13/04/2017;12/04/2017;Entregado
40;10000190;9/04/2017;14/04/2017;13/04/2017;Entregado
41;10000191;10/04/2017;15/04/2017;14/04/2017;Entregado
42;10000192;11/04/2017;16/04/2017;15/04/2017;Entregado
43;10000193;12/04/2017;17/04/2017;;Espera
44;10000194;13/04/2017;18/04/2017;17/04/2017;Entregado
45;10000195;14/04/2017;19/04/2017;18/04/2017;Entregado
46;10000196;15/04/2017;20/04/2017;;Espera
47;10000197;16/04/2017;21/04/2017;20/04/2017;Entregado
48;10000198;17/04/2017;22/04/2017;21/04/2017;Entregado
49;10000199;18/04/2017;23/04/2017;22/04/2017;Entregado
50;10000200;19/04/2017;24/04/2017;;Espera
51;10000201;20/04/2017;25/04/2017;;Espera
52;10000202;21/04/2017;26/04/2017;25/04/2017;Entregado
53;10000203;22/04/2017;27/04/2017;;Espera
54;10000204;23/04/2017;28/04/2017;;Espera
55;10000205;24/04/2017;29/04/2017;;Espera
56;10000206;25/04/2017;30/04/2017;;Espera
57;10000207;26/04/2017;1/05/2017;;Espera
58;10000208;27/04/2017;2/05/2017;1/05/2017;Entregado
59;10000209;28/04/2017;3/05/2017;2/05/2017;Entregado
60;10000210;29/04/2017;4/05/2017;3/05/2017;Entregado
61;10000211;30/04/2017;5/05/2017;4/05/2017;Entregado
62;10000212;1/05/2017;6/05/2017;5/05/2017;Entregado
63;10000213;2/05/2017;7/05/2017;6/05/2017;Entregado
64;10000214;3/05/2017;8/05/2017;7/05/2017;Entregado
65;10000215;4/05/2017;9/05/2017;8/05/2017;Entregado
66;10000216;5/05/2017;10/05/2017;9/05/2017;Entregado
67;10000217;6/05/2017;11/05/2017;;Espera
68;10000218;7/05/2017;12/05/2017;;Espera
69;10000219;8/05/2017;13/05/2017;;Espera
70;10000220;9/05/2017;14/05/2017;13/05/2017;Entregado
71;10000221;10/05/2017;15/05/2017;;Espera
72;10000222;11/05/2017;16/05/2017;;Espera
73;10000223;12/05/2017;17/05/2017;16/05/2017;Entregado
74;10000224;13/05/2017;18/05/2017;;Espera
75;10000225;14/05/2017;19/05/2017;;Espera
76;10000226;15/05/2017;20/05/2017;19/05/2017;Entregado
77;10000227;16/05/2017;21/05/2017;20/05/2017;Entregado
78;10000228;17/05/2017;22/05/2017;21/05/2017;Entregado
79;10000229;18/05/2017;23/05/2017;;Espera
80;10000230;19/05/2017;24/05/2017;23/05/2017;Entregado
81;10000231;20/05/2017;25/05/2017;;Espera
82;10000232;21/05/2017;26/05/2017;;Espera
83;10000233;22/05/2017;27/05/2017;;Espera
84;10000234;23/05/2017;28/05/2017;27/05/2017;Entregado
85;10000235;24/05/2017;29/05/2017;28/05/2017;Entregado
86;10000236;25/05/2017;30/05/2017;;Espera
87;10000237;26/05/2017;31/05/2017;;Espera
88;10000238;27/05/2017;1/06/2017;;Espera
89;10000239;28/05/2017;2/06/2017;1/06/2017;Entregado
90;10000240;29/05/2017;3/06/2017;;Espera
91;10000241;30/05/2017;4/06/2017;3/06/2017;Entregado
92;10000242;31/05/2017;5/06/2017;4/06/2017;Entregado
93;10000243;1/06/2017;6/06/2017;;Espera
94;10000244;2/06/2017;7/06/2017;;Espera
95;10000245;3/06/2017;8/06/2017;7/06/2017;Entregado
96;10000246;4/06/2017;9/06/2017;;Espera
97;10000247;5/06/2017;10/06/2017;;Espera
98;10000248;6/06/2017;11/06/2017;10/06/2017;Entregado
99;10000249;7/06/2017;12/06/2017;11/06/2017;Entregado
100;10000250;8/06/2017;13/06/2017;;Espera
101;10000251;9/06/2017;14/06/2017;;Espera
102;10000252;10/06/2017;15/06/2017;;Espera
103;10000253;11/06/2017;16/06/2017;15/06/2017;Entregado
104;10000254;12/06/2017;17/06/2017;;Espera
105;10000255;13/06/2017;18/06/2017;;Espera
106;10000256;14/06/2017;19/06/2017;;Espera
107;10000257;15/06/2017;20/06/2017;19/06/2017;Entregado
108;10000258;16/06/2017;21/06/2017;;Espera
109;10000259;17/06/2017;22/06/2017;21/06/2017;Entregado
110;10000260;18/06/2017;23/06/2017;;Espera
111;10000261;19/06/2017;24/06/2017;23/06/2017;Entregado
112;10000262;20/06/2017;25/06/2017;24/06/2017;Entregado
113;10000263;21/06/2017;26/06/2017;25/06/2017;Entregado
114;10000264;22/06/2017;27/06/2017;;Espera
115;10000265;23/06/2017;28/06/2017;27/06/2017;Entregado
116;10000266;24/06/2017;29/06/2017;;Espera
117;10000267;25/06/2017;30/06/2017;29/06/2017;Entregado
118;10000268;26/06/2017;1/07/2017;30/06/2017;Entregado
119;10000269;27/06/2017;2/07/2017;1/07/2017;Entregado
120;10000270;28/06/2017;3/07/2017;2/07/2017;Entregado
121;10000271;29/06/2017;4/07/2017;;Espera
122;10000272;30/06/2017;5/07/2017;;Espera
123;10000273;1/07/2017;6/07/2017;5/07/2017;Entregado
124;10000274;2/07/2017;7/07/2017;;Espera
125;10000275;3/07/2017;8/07/2017;7/07/2017;Entregado
126;10000276;4/07/2017;9/07/2017;;Espera
127;10000277;5/07/2017;10/07/2017;;Espera
128;10000278;6/07/2017;11/07/2017;;Espera
129;10000279;7/07/2017;12/07/2017;11/07/2017;Entregado
130;10000280;8/07/2017;13/07/2017;12/07/2017;Entregado
131;10000281;9/07/2017;14/07/2017;;Espera
132;10000282;10/07/2017;15/07/2017;;Espera
133;10000283;11/07/2017;16/07/2017;15/07/2017;Entregado
134;10000284;12/07/2017;17/07/2017;16/07/2017;Entregado
135;10000285;13/07/2017;18/07/2017;;Espera
136;10000286;14/07/2017;19/07/2017;18/07/2017;Entregado
137;10000287;15/07/2017;20/07/2017;;Espera
138;10000288;16/07/2017;21/07/2017;;Espera
139;10000289;17/07/2017;22/07/2017;21/07/2017;Entregado
140;10000290;18/07/2017;23/07/2017;;Espera
141;10000291;19/07/2017;24/07/2017;23/07/2017;Entregado
142;10000292;20/07/2017;25/07/2017;;Espera
143;10000293;21/07/2017;26/07/2017;;Espera
144;10000294;22/07/2017;27/07/2017;;Espera
145;10000295;23/07/2017;28/07/2017;27/07/2017;Entregado
146;10000296;24/07/2017;29/07/2017;28/07/2017;Entregado
147;10000297;25/07/2017;30/07/2017;;Espera
148;10000298;26/07/2017;31/07/2017;;Espera
149;10000299;27/07/2017;1/08/2017;;Espera
150;10000300;28/07/2017;2/08/2017;1/08/2017;Entregado
1;10000001;29/07/2017;3/08/2017;2/08/2017;Entregado
2;10000002;30/07/2017;4/08/2017;;Espera
3;10000003;31/07/2017;5/08/2017;;Espera
4;10000004;1/08/2017;6/08/2017;5/08/2017;Entregado
5;10000005;2/08/2017;7/08/2017;6/08/2017;Entregado
6;10000006;3/08/2017;8/08/2017;;Espera
7;10000007;4/08/2017;9/08/2017;;Espera
8;10000008;5/08/2017;10/08/2017;9/08/2017;Entregado
9;10000009;6/08/2017;11/08/2017;;Espera
10;10000010;7/08/2017;12/08/2017;;Espera
11;10000011;8/08/2017;13/08/2017;;Espera
12;10000012;9/08/2017;14/08/2017;;Espera
13;10000013;10/08/2017;15/08/2017;14/08/2017;Entregado
14;10000014;11/08/2017;16/08/2017;15/08/2017;Entregado
15;10000015;12/08/2017;17/08/2017;;Espera
16;10000016;13/08/2017;18/08/2017;;Espera
17;10000017;14/08/2017;19/08/2017;18/08/2017;Entregado
18;10000018;15/08/2017;20/08/2017;19/08/2017;Entregado
19;10000019;16/08/2017;21/08/2017;;Espera
20;10000020;17/08/2017;22/08/2017;21/08/2017;Entregado
21;10000021;18/08/2017;23/08/2017;;Espera
22;10000022;19/08/2017;24/08/2017;;Espera
23;10000023;20/08/2017;25/08/2017;;Espera
24;10000024;21/08/2017;26/08/2017;;Espera
25;10000025;22/08/2017;27/08/2017;26/08/2017;Entregado
26;10000026;23/08/2017;28/08/2017;;Espera
27;10000027;24/08/2017;29/08/2017;;Espera
28;10000028;25/08/2017;30/08/2017;29/08/2017;Entregado
29;10000029;26/08/2017;31/08/2017;30/08/2017;Entregado
30;10000030;27/08/2017;1/09/2017;31/08/2017;Entregado
31;10000031;28/08/2017;2/09/2017;;Espera
32;10000032;29/08/2017;3/09/2017;2/09/2017;Entregado
33;10000033;30/08/2017;4/09/2017;3/09/2017;Entregado
34;10000034;31/08/2017;5/09/2017;;Espera
35;10000035;1/09/2017;6/09/2017;;Espera
36;10000036;2/09/2017;7/09/2017;;Espera
37;10000037;3/09/2017;8/09/2017;;Espera
38;10000038;4/09/2017;9/09/2017;8/09/2017;Entregado
39;10000039;5/09/2017;10/09/2017;9/09/2017;Entregado
40;10000040;6/09/2017;11/09/2017;10/09/2017;Entregado
41;10000041;7/09/2017;12/09/2017;;Espera
42;10000042;8/09/2017;13/09/2017;12/09/2017;Entregado
43;10000043;9/09/2017;14/09/2017;13/09/2017;Entregado
44;10000044;10/09/2017;15/09/2017;;Espera
45;10000045;11/09/2017;16/09/2017;;Espera
46;10000046;12/09/2017;17/09/2017;16/09/2017;Entregado
47;10000047;13/09/2017;18/09/2017;;Espera
48;10000048;14/09/2017;19/09/2017;;Espera
49;10000049;15/09/2017;20/09/2017;;Espera
50;10000050;16/09/2017;21/09/2017;;Espera
51;10000051;17/09/2017;22/09/2017;21/09/2017;Entregado
52;10000052;18/09/2017;23/09/2017;;Espera
53;10000053;19/09/2017;24/09/2017;;Espera
54;10000054;20/09/2017;25/09/2017;24/09/2017;Entregado
55;10000055;21/09/2017;26/09/2017;25/09/2017;Entregado
56;10000056;22/09/2017;27/09/2017;;Espera
57;10000057;23/09/2017;28/09/2017;27/09/2017;Entregado
58;10000058;24/09/2017;29/09/2017;;Espera
59;10000059;25/09/2017;30/09/2017;;Espera
60;10000060;26/09/2017;1/10/2017;;Espera
61;10000061;27/09/2017;2/10/2017;1/10/2017;Entregado
62;10000062;28/09/2017;3/10/2017;;Espera
63;10000063;29/09/2017;4/10/2017;3/10/2017;Entregado
64;10000064;30/09/2017;5/10/2017;;Espera
65;10000065;1/10/2017;6/10/2017;5/10/2017;Entregado
66;10000066;2/10/2017;7/10/2017;;Espera
67;10000067;3/10/2017;8/10/2017;7/10/2017;Entregado
68;10000068;4/10/2017;9/10/2017;;Espera
69;10000069;5/10/2017;10/10/2017;9/10/2017;Entregado
70;10000070;6/10/2017;11/10/2017;;Espera
71;10000071;7/10/2017;12/10/2017;11/10/2017;Entregado
72;10000072;8/10/2017;13/10/2017;;Espera
73;10000073;9/10/2017;14/10/2017;;Espera
74;10000074;10/10/2017;15/10/2017;14/10/2017;Entregado
75;10000075;11/10/2017;16/10/2017;;Espera
