CODIGOBARRAS;NITPROVEEDOR;ESEXCLUSIVO;PRECIOUNITARIO;PRECIOUNIDADMEDIDA
1000000003398;10000099;0;38980;3498
1000000003399;10000100;1;38990;3499
1000000003400;10000101;1;39000;3500
1000000003401;10000102;0;39010;3501
1000000003402;10000103;1;39020;3502
1000000003403;10000104;0;39030;3503
1000000003404;10000105;0;39040;3504
1000000003405;10000106;0;39050;3505
1000000003406;10000107;1;39060;3506
1000000003407;10000108;0;39070;3507
1000000003408;10000109;0;39080;3508
1000000003409;10000110;1;39090;3509
1000000003410;10000111;1;39100;3510
1000000003411;10000112;0;39110;3511
1000000003412;10000113;1;39120;3512
1000000003413;10000114;0;39130;3513
1000000003414;10000115;0;39140;3514
1000000003415;10000116;0;39150;3515
1000000003416;10000117;1;39160;3516
1000000003417;10000118;0;39170;3517
1000000003418;10000119;0;39180;3518
1000000003419;10000120;1;39190;3519
1000000003420;10000121;1;39200;3520
1000000003421;10000122;0;39210;3521
1000000003422;10000123;1;39220;3522
1000000003423;10000124;0;39230;3523
1000000003424;10000125;0;39240;3524
1000000003425;10000126;0;39250;3525
1000000003426;10000127;1;39260;3526
1000000003427;10000128;0;39270;3527
1000000003428;10000129;0;39280;3528
1000000003429;10000130;1;39290;3529
1000000003430;10000131;1;39300;3530
1000000003431;10000132;0;39310;3531
1000000003432;10000133;1;39320;3532
1000000003433;10000134;0;39330;3533
1000000003434;10000135;0;39340;3534
1000000003435;10000136;0;39350;3535
1000000003436;10000137;1;39360;3536
1000000003437;10000138;0;39370;3537
1000000003438;10000139;0;39380;3538
1000000003439;10000140;1;39390;3539
1000000003440;10000141;1;39400;3540
1000000003441;10000142;0;39410;3541
1000000003442;10000143;1;39420;3542
1000000003443;10000144;0;39430;3543
1000000003444;10000145;0;39440;3544
1000000003445;10000146;0;39450;3545
1000000003446;10000147;1;39460;3546
1000000003447;10000148;0;39470;3547
1000000003448;10000149;0;39480;3548
1000000003449;10000150;1;39490;3549
1000000003450;10000151;1;39500;3550
1000000003451;10000152;0;39510;3551
1000000003452;10000153;1;39520;3552
1000000003453;10000154;0;39530;3553
1000000003454;10000155;0;39540;3554
1000000003455;10000156;0;39550;3555
1000000003456;10000157;1;39560;3556
1000000003457;10000158;0;39570;3557
1000000003458;10000159;0;39580;3558
1000000003459;10000160;1;39590;3559
1000000003460;10000161;1;39600;3560
1000000003461;10000162;0;39610;3561
1000000003462;10000163;1;39620;3562
1000000003463;10000164;0;39630;3563
1000000003464;10000165;0;39640;3564
1000000003465;10000166;0;39650;3565
1000000003466;10000167;1;39660;3566
1000000003467;10000168;0;39670;3567
1000000003468;10000169;0;39680;3568
1000000003469;10000170;1;39690;3569
1000000003470;10000171;1;39700;3570
1000000003471;10000172;0;39710;3571
1000000003472;10000173;1;39720;3572
1000000003473;10000174;0;39730;3573
1000000003474;10000175;0;39740;3574
1000000003475;10000176;0;39750;3575
1000000003476;10000177;1;39760;3576
1000000003477;10000178;0;39770;3577
1000000003478;10000179;0;39780;3578
1000000003479;10000180;1;39790;3579
1000000003480;10000181;1;39800;3580
1000000003481;10000182;0;39810;3581
1000000003482;10000183;1;39820;3582
1000000003483;10000184;0;39830;3583
1000000003484;10000185;0;39840;3584
1000000003485;10000186;0;39850;3585
1000000003486;10000187;1;39860;3586
1000000003487;10000188;0;39870;3587
1000000003488;10000189;0;39880;3588
1000000003489;10000190;1;39890;3589
1000000003490;10000191;1;39900;3590
1000000003491;10000192;0;39910;3591
1000000003492;10000193;1;39920;3592
1000000003493;10000194;0;39930;3593
1000000003494;10000195;0;39940;3594
1000000003495;10000196;0;39950;3595
1000000003496;10000197;1;39960;3596
1000000003497;10000198;0;39970;3597
1000000003498;10000199;0;39980;3598
1000000003499;10000200;1;39990;3599
1000000003500;10000201;1;40000;3600
1000000003501;10000202;0;40010;3601
1000000003502;10000203;1;40020;3602
1000000003503;10000204;0;40030;3603
1000000003504;10000205;0;40040;3604
1000000003505;10000206;0;40050;3605
1000000003506;10000207;1;40060;3606
1000000003507;10000208;0;40070;3607
1000000003508;10000209;0;40080;3608
1000000003509;10000210;1;40090;3609
1000000003510;10000211;1;40100;3610
1000000003511;10000212;0;40110;3611
1000000003512;10000213;1;40120;3612
1000000003513;10000214;0;40130;3613
1000000003514;10000215;0;40140;3614
1000000003515;10000216;0;40150;3615
1000000003516;10000217;1;40160;3616
1000000003517;10000218;0;40170;3617
1000000003518;10000219;0;40180;3618
1000000003519;10000220;1;40190;3619
1000000003520;10000221;1;40200;3620
1000000003521;10000222;0;40210;3621
1000000003522;10000223;1;40220;3622
1000000003523;10000224;0;40230;3623
1000000003524;10000225;0;40240;3624
1000000003525;10000226;0;40250;3625
1000000003526;10000227;1;40260;3626
1000000003527;10000228;0;40270;3627
1000000003528;10000229;0;40280;3628
1000000003529;10000230;1;40290;3629
1000000003530;10000231;1;40300;3630
1000000003531;10000232;0;40310;3631
1000000003532;10000233;1;40320;3632
1000000003533;10000234;0;40330;3633
1000000003534;10000235;0;40340;3634
1000000003535;10000236;0;40350;3635
1000000003536;10000237;1;40360;3636
1000000003537;10000238;0;40370;3637
1000000003538;10000239;0;40380;3638
1000000003539;10000240;1;40390;3639
1000000003540;10000241;1;40400;3640
1000000003541;10000242;0;40410;3641
1000000003542;10000243;1;40420;3642
1000000003543;10000244;0;40430;3643
1000000003544;10000245;0;40440;3644
1000000003545;10000246;0;40450;3645
1000000003546;10000247;1;40460;3646
1000000003547;10000248;0;40470;3647
1000000003548;10000249;0;40480;3648
1000000003549;10000250;1;40490;3649
1000000003550;10000251;1;40500;3650
1000000003551;10000252;0;40510;3651
1000000003552;10000253;1;40520;3652
1000000003553;10000254;0;40530;3653
1000000003554;10000255;0;40540;3654
1000000003555;10000256;0;40550;3655
1000000003556;10000257;1;40560;3656
1000000003557;10000258;0;40570;3657
1000000003558;10000259;0;40580;3658
1000000003559;10000260;1;40590;3659
1000000003560;10000261;1;40600;3660
1000000003561;10000262;0;40610;3661
1000000003562;10000263;1;40620;3662
1000000003563;10000264;0;40630;3663
1000000003564;10000265;0;40640;3664
1000000003565;10000266;0;40650;3665
1000000003566;10000267;1;40660;3666
1000000003567;10000268;0;40670;3667
1000000003568;10000269;0;40680;3668
1000000003569;10000270;1;40690;3669
1000000003570;10000271;1;40700;3670
1000000003571;10000272;0;40710;3671
1000000003572;10000273;1;40720;3672
1000000003573;10000274;0;40730;3673
1000000003574;10000275;0;40740;3674
1000000003575;10000276;0;40750;3675
1000000003576;10000277;1;40760;3676
1000000003577;10000278;0;40770;3677
1000000003578;10000279;0;40780;3678
1000000003579;10000280;1;40790;3679
1000000003580;10000281;1;40800;3680
1000000003581;10000282;0;40810;3681
1000000003582;10000283;1;40820;3682
1000000003583;10000284;0;40830;3683
1000000003584;10000285;0;40840;3684
1000000003585;10000286;0;40850;3685
1000000003586;10000287;1;40860;3686
1000000003587;10000288;0;40870;3687
1000000003588;10000289;0;40880;3688
1000000003589;10000290;1;40890;3689
1000000003590;10000291;1;40900;3690
1000000003591;10000292;0;40910;3691
1000000003592;10000293;1;40920;3692
1000000003593;10000294;0;40930;3693
1000000003594;10000295;0;40940;3694
1000000003595;10000296;0;40950;3695
1000000003596;10000297;1;40960;3696
1000000003597;10000298;0;40970;3697
1000000003598;10000299;0;40980;3698
1000000003599;10000300;1;40990;3699
1000000003600;10000001;1;41000;3700
1000000003601;10000002;0;41010;3701
1000000003602;10000003;1;41020;3702
1000000003603;10000004;0;41030;3703
1000000003604;10000005;0;41040;3704
1000000003605;10000006;0;41050;3705
1000000003606;10000007;1;41060;3706
1000000003607;10000008;0;41070;3707
1000000003608;10000009;0;41080;3708
1000000003609;10000010;1;41090;3709
1000000003610;10000011;1;41100;3710
1000000003611;10000012;0;41110;3711
1000000003612;10000013;1;41120;3712
1000000003613;10000014;0;41130;3713
1000000003614;10000015;0;41140;3714
1000000003615;10000016;0;41150;3715
1000000003616;10000017;1;41160;3716
1000000003617;10000018;0;41170;3717
1000000003618;10000019;0;41180;3718
1000000003619;10000020;1;41190;3719
1000000003620;10000021;1;41200;3720
1000000003621;10000022;0;41210;3721
1000000003622;10000023;1;41220;3722
1000000003623;10000024;0;41230;3723
1000000003624;10000025;0;41240;3724
1000000003625;10000026;0;41250;3725
1000000003626;10000027;1;41260;3726
1000000003627;10000028;0;41270;3727
1000000003628;10000029;0;41280;3728
1000000003629;10000030;1;41290;3729
1000000003630;10000031;1;41300;3730
1000000003631;10000032;0;41310;3731
1000000003632;10000033;1;41320;3732
1000000003633;10000034;0;41330;3733
1000000003634;10000035;0;41340;3734
1000000003635;10000036;0;41350;3735
1000000003636;10000037;1;41360;3736
1000000003637;10000038;0;41370;3737
1000000003638;10000039;0;41380;3738
1000000003639;10000040;1;41390;3739
1000000003640;10000041;1;41400;3740
1000000003641;10000042;0;41410;3741
1000000003642;10000043;1;41420;3742
1000000003643;10000044;0;41430;3743
1000000003644;10000045;0;41440;3744
1000000003645;10000046;0;41450;3745
1000000003646;10000047;1;41460;3746
1000000003647;10000048;0;41470;3747
1000000003648;10000049;0;41480;3748
1000000003649;10000050;1;41490;3749
1000000003650;10000051;1;41500;3750
1000000003651;10000052;0;41510;3751
1000000003652;10000053;1;41520;3752
1000000003653;10000054;0;41530;3753
1000000003654;10000055;0;41540;3754
1000000003655;10000056;0;41550;3755
1000000003656;10000057;1;41560;3756
1000000003657;10000058;0;41570;3757
1000000003658;10000059;0;41580;3758
1000000003659;10000060;1;41590;3759
1000000003660;10000061;1;41600;3760
1000000003661;10000062;0;41610;3761
1000000003662;10000063;1;41620;3762
1000000003663;10000064;0;41630;3763
1000000003664;10000065;0;41640;3764
1000000003665;10000066;0;41650;3765
1000000003666;10000067;1;41660;3766
1000000003667;10000068;0;41670;3767
1000000003668;10000069;0;41680;3768
1000000003669;10000070;1;41690;3769
1000000003670;10000071;1;41700;3770
1000000003671;10000072;0;41710;3771
1000000003672;10000073;1;41720;3772
1000000003673;10000074;0;41730;3773
1000000003674;10000075;0;41740;3774
1000000003675;10000076;0;41750;3775
1000000003676;10000077;1;41760;3776
1000000003677;10000078;0;41770;3777
1000000003678;10000079;0;41780;3778
1000000003679;10000080;1;41790;3779
1000000003680;10000081;1;41800;3780
1000000003681;10000082;0;41810;3781
1000000003682;10000083;1;41820;3782
1000000003683;10000084;0;41830;3783
1000000003684;10000085;0;41840;3784
1000000003685;10000086;0;41850;3785
1000000003686;10000087;1;41860;3786
1000000003687;10000088;0;41870;3787
1000000003688;10000089;0;41880;3788
1000000003689;10000090;1;41890;3789
1000000003690;10000091;1;41900;3790
1000000003691;10000092;0;41910;3791
1000000003692;10000093;1;41920;3792
1000000003693;10000094;0;41930;3793
1000000003694;10000095;0;41940;3794
1000000003695;10000096;0;41950;3795
1000000003696;10000097;1;41960;3796
1000000003697;10000098;0;41970;3797
1000000003698;10000099;0;41980;3798
1000000003699;10000100;1;41990;3799
1000000003700;10000101;1;42000;3800
1000000003701;10000102;0;42010;3801
1000000003702;10000103;1;42020;3802
1000000003703;10000104;0;42030;3803
1000000003704;10000105;0;42040;3804
1000000003705;10000106;0;42050;3805
1000000003706;10000107;1;42060;3806
1000000003707;10000108;0;42070;3807
1000000003708;10000109;0;42080;3808
1000000003709;10000110;1;42090;3809
1000000003710;10000111;1;42100;3810
1000000003711;10000112;0;42110;3811
1000000003712;10000113;1;42120;3812
1000000003713;10000114;0;42130;3813
1000000003714;10000115;0;42140;3814
1000000003715;10000116;0;42150;3815
1000000003716;10000117;1;42160;3816
1000000003717;10000118;0;42170;3817
1000000003718;10000119;0;42180;3818
1000000003719;10000120;1;42190;3819
1000000003720;10000121;1;42200;3820
1000000003721;10000122;0;42210;3821
1000000003722;10000123;1;42220;3822
1000000003723;10000124;0;42230;3823
1000000003724;10000125;0;42240;3824
1000000003725;10000126;0;42250;3825
1000000003726;10000127;1;42260;3826
1000000003727;10000128;0;42270;3827
1000000003728;10000129;0;42280;3828
1000000003729;10000130;1;42290;3829
1000000003730;10000131;1;42300;3830
1000000003731;10000132;0;42310;3831
1000000003732;10000133;1;42320;3832
1000000003733;10000134;0;42330;3833
1000000003734;10000135;0;42340;3834
1000000003735;10000136;0;42350;3835
1000000003736;10000137;1;42360;3836
1000000003737;10000138;0;42370;3837
1000000003738;10000139;0;42380;3838
1000000003739;10000140;1;42390;3839
1000000003740;10000141;1;42400;3840
1000000003741;10000142;0;42410;3841
1000000003742;10000143;1;42420;3842
1000000003743;10000144;0;42430;3843
1000000003744;10000145;0;42440;3844
1000000003745;10000146;0;42450;3845
1000000003746;10000147;1;42460;3846
1000000003747;10000148;0;42470;3847
1000000003748;10000149;0;42480;3848
1000000003749;10000150;1;42490;3849
1000000003750;10000151;1;42500;3850
1000000003751;10000152;0;42510;3851
1000000003752;10000153;1;42520;3852
1000000003753;10000154;0;42530;3853
1000000003754;10000155;0;42540;3854
1000000003755;10000156;0;42550;3855
1000000003756;10000157;1;42560;3856
1000000003757;10000158;0;42570;3857
1000000003758;10000159;0;42580;3858
1000000003759;10000160;1;42590;3859
1000000003760;10000161;1;42600;3860
1000000003761;10000162;0;42610;3861
1000000003762;10000163;1;42620;3862
1000000003763;10000164;0;42630;3863
1000000003764;10000165;0;42640;3864
1000000003765;10000166;0;42650;3865
1000000003766;10000167;1;42660;3866
1000000003767;10000168;0;42670;3867
1000000003768;10000169;0;42680;3868
1000000003769;10000170;1;42690;3869
1000000003770;10000171;1;42700;3870
1000000003771;10000172;0;42710;3871
1000000003772;10000173;1;42720;3872
1000000003773;10000174;0;42730;3873
1000000003774;10000175;0;42740;3874
1000000003775;10000176;0;42750;3875
1000000003776;10000177;1;42760;3876
1000000003777;10000178;0;42770;3877
1000000003778;10000179;0;42780;3878
1000000003779;10000180;1;42790;3879
1000000003780;10000181;1;42800;3880
1000000003781;10000182;0;42810;3881
1000000003782;10000183;1;42820;3882
1000000003783;10000184;0;42830;3883
1000000003784;10000185;0;42840;3884
1000000003785;10000186;0;42850;3885
1000000003786;10000187;1;42860;3886
1000000003787;10000188;0;42870;3887
1000000003788;10000189;0;42880;3888
1000000003789;10000190;1;42890;3889
1000000003790;10000191;1;42900;3890
1000000003791;10000192;0;42910;3891
1000000003792;10000193;1;42920;3892
1000000003793;10000194;0;42930;3893
1000000003794;10000195;0;42940;3894
1000000003795;10000196;0;42950;3895
1000000003796;10000197;1;42960;3896
1000000003797;10000198;0;42970;3897
1000000003798;10000199;0;42980;3898
1000000003799;10000200;1;42990;3899
1000000003800;10000201;1;43000;3900
1000000003801;10000202;0;43010;3901
1000000003802;10000203;1;43020;3902
1000000003803;10000204;0;43030;3903
1000000003804;10000205;0;43040;3904
1000000003805;10000206;0;43050;3905
1000000003806;10000207;1;43060;3906
1000000003807;10000208;0;43070;3907
1000000003808;10000209;0;43080;3908
1000000003809;10000210;1;43090;3909
1000000003810;10000211;1;43100;3910
1000000003811;10000212;0;43110;3911
1000000003812;10000213;1;43120;3912
1000000003813;10000214;0;43130;3913
1000000003814;10000215;0;43140;3914
1000000003815;10000216;0;43150;3915
1000000003816;10000217;1;43160;3916
1000000003817;10000218;0;43170;3917
1000000003818;10000219;0;43180;3918
1000000003819;10000220;1;43190;3919
1000000003820;10000221;1;43200;3920
1000000003821;10000222;0;43210;3921
1000000003822;10000223;1;43220;3922
1000000003823;10000224;0;43230;3923
1000000003824;10000225;0;43240;3924
1000000003825;10000226;0;43250;3925
1000000003826;10000227;1;43260;3926
1000000003827;10000228;0;43270;3927
1000000003828;10000229;0;43280;3928
1000000003829;10000230;1;43290;3929
1000000003830;10000231;1;43300;3930
1000000003831;10000232;0;43310;3931
1000000003832;10000233;1;43320;3932
1000000003833;10000234;0;43330;3933
1000000003834;10000235;0;43340;3934
1000000003835;10000236;0;43350;3935
1000000003836;10000237;1;43360;3936
1000000003837;10000238;0;43370;3937
1000000003838;10000239;0;43380;3938
1000000003839;10000240;1;43390;3939
1000000003840;10000241;1;43400;3940
1000000003841;10000242;0;43410;3941
1000000003842;10000243;1;43420;3942
1000000003843;10000244;0;43430;3943
1000000003844;10000245;0;43440;3944
1000000003845;10000246;0;43450;3945
1000000003846;10000247;1;43460;3946
1000000003847;10000248;0;43470;3947
1000000003848;10000249;0;43480;3948
1000000003849;10000250;1;43490;3949
1000000003850;10000251;1;43500;3950
1000000003851;10000252;0;43510;3951
1000000003852;10000253;1;43520;3952
1000000003853;10000254;0;43530;3953
1000000003854;10000255;0;43540;3954
1000000003855;10000256;0;43550;3955
1000000003856;10000257;1;43560;3956
1000000003857;10000258;0;43570;3957
1000000003858;10000259;0;43580;3958
1000000003859;10000260;1;43590;3959
1000000003860;10000261;1;43600;3960
1000000003861;10000262;0;43610;3961
1000000003862;10000263;1;43620;3962
1000000003863;10000264;0;43630;3963
1000000003864;10000265;0;43640;3964
1000000003865;10000266;0;43650;3965
1000000003866;10000267;1;43660;3966
1000000003867;10000268;0;43670;3967
1000000003868;10000269;0;43680;3968
1000000003869;10000270;1;43690;3969
1000000003870;10000271;1;43700;3970
1000000003871;10000272;0;43710;3971
1000000003872;10000273;1;43720;3972
1000000003873;10000274;0;43730;3973
1000000003874;10000275;0;43740;3974
1000000003875;10000276;0;43750;3975
1000000003876;10000277;1;43760;3976
1000000003877;10000278;0;43770;3977
1000000003878;10000279;0;43780;3978
1000000003879;10000280;1;43790;3979
1000000003880;10000281;1;43800;3980
1000000003881;10000282;0;43810;3981
1000000003882;10000283;1;43820;3982
1000000003883;10000284;0;43830;3983
1000000003884;10000285;0;43840;3984
1000000003885;10000286;0;43850;3985
1000000003886;10000287;1;43860;3986
1000000003887;10000288;0;43870;3987
1000000003888;10000289;0;43880;3988
1000000003889;10000290;1;43890;3989
1000000003890;10000291;1;43900;3990
1000000003891;10000292;0;43910;3991
1000000003892;10000293;1;43920;3992
1000000003893;10000294;0;43930;3993
1000000003894;10000295;0;43940;3994
1000000003895;10000296;0;43950;3995
1000000003896;10000297;1;43960;3996
1000000003897;10000298;0;43970;3997
1000000003898;10000299;0;43980;3998
1000000003899;10000300;1;43990;3999
1000000003900;10000001;1;44000;4000
1000000003901;10000002;0;44010;4001
1000000003902;10000003;1;44020;4002
1000000003903;10000004;0;44030;4003
1000000003904;10000005;0;44040;4004
1000000003905;10000006;0;44050;4005
1000000003906;10000007;1;44060;4006
1000000003907;10000008;0;44070;4007
1000000003908;10000009;0;44080;4008
1000000003909;10000010;1;44090;4009
1000000003910;10000011;1;44100;4010
1000000003911;10000012;0;44110;4011
1000000003912;10000013;1;44120;4012
1000000003913;10000014;0;44130;4013
1000000003914;10000015;0;44140;4014
1000000003915;10000016;0;44150;4015
1000000003916;10000017;1;44160;4016
1000000003917;10000018;0;44170;4017
1000000003918;10000019;0;44180;4018
1000000003919;10000020;1;44190;4019
1000000003920;10000021;1;44200;4020
1000000003921;10000022;0;44210;4021
1000000003922;10000023;1;44220;4022
1000000003923;10000024;0;44230;4023
1000000003924;10000025;0;44240;4024
1000000003925;10000026;0;44250;4025
1000000003926;10000027;1;44260;4026
1000000003927;10000028;0;44270;4027
1000000003928;10000029;0;44280;4028
1000000003929;10000030;1;44290;4029
1000000003930;10000031;1;44300;4030
1000000003931;10000032;0;44310;4031
1000000003932;10000033;1;44320;4032
1000000003933;10000034;0;44330;4033
1000000003934;10000035;0;44340;4034
1000000003935;10000036;0;44350;4035
1000000003936;10000037;1;44360;4036
1000000003937;10000038;0;44370;4037
1000000003938;10000039;0;44380;4038
1000000003939;10000040;1;44390;4039
1000000003940;10000041;1;44400;4040
1000000003941;10000042;0;44410;4041
1000000003942;10000043;1;44420;4042
1000000003943;10000044;0;44430;4043
1000000003944;10000045;0;44440;4044
1000000003945;10000046;0;44450;4045
1000000003946;10000047;1;44460;4046
1000000003947;10000048;0;44470;4047
1000000003948;10000049;0;44480;4048
1000000003949;10000050;1;44490;4049
1000000003950;10000051;1;44500;4050
1000000003951;10000052;0;44510;4051
1000000003952;10000053;1;44520;4052
1000000003953;10000054;0;44530;4053
1000000003954;10000055;0;44540;4054
1000000003955;10000056;0;44550;4055
1000000003956;10000057;1;44560;4056
1000000003957;10000058;0;44570;4057
1000000003958;10000059;0;44580;4058
1000000003959;10000060;1;44590;4059
1000000003960;10000061;1;44600;4060
1000000003961;10000062;0;44610;4061
1000000003962;10000063;1;44620;4062
1000000003963;10000064;0;44630;4063
1000000003964;10000065;0;44640;4064
1000000003965;10000066;0;44650;4065
1000000003966;10000067;1;44660;4066
1000000003967;10000068;0;44670;4067
1000000003968;10000069;0;44680;4068
1000000003969;10000070;1;44690;4069
1000000003970;10000071;1;44700;4070
1000000003971;10000072;0;44710;4071
1000000003972;10000073;1;44720;4072
1000000003973;10000074;0;44730;4073
1000000003974;10000075;0;44740;4074
1000000003975;10000076;0;44750;4075
1000000003976;10000077;1;44760;4076
1000000003977;10000078;0;44770;4077
1000000003978;10000079;0;44780;4078
1000000003979;10000080;1;44790;4079
1000000003980;10000081;1;44800;4080
1000000003981;10000082;0;44810;4081
1000000003982;10000083;1;44820;4082
1000000003983;10000084;0;44830;4083
1000000003984;10000085;0;44840;4084
1000000003985;10000086;0;44850;4085
1000000003986;10000087;1;44860;4086
1000000003987;10000088;0;44870;4087
1000000003988;10000089;0;44880;4088
1000000003989;10000090;1;44890;4089
1000000003990;10000091;1;44900;4090
1000000003991;10000092;0;44910;4091
1000000003992;10000093;1;44920;4092
1000000003993;10000094;0;44930;4093
1000000003994;10000095;0;44940;4094
1000000003995;10000096;0;44950;4095
1000000003996;10000097;1;44960;4096
1000000003997;10000098;0;44970;4097
1000000003998;10000099;0;44980;4098
1000000003999;10000100;1;44990;4099
1000000004000;10000101;1;45000;4100
1000000004001;10000102;0;45010;4101
1000000004002;10000103;1;45020;4102
1000000004003;10000104;0;45030;4103
1000000004004;10000105;0;45040;4104
1000000004005;10000106;0;45050;4105
1000000004006;10000107;1;45060;4106
1000000004007;10000108;0;45070;4107
1000000004008;10000109;0;45080;4108
1000000004009;10000110;1;45090;4109
1000000004010;10000111;1;45100;4110
1000000004011;10000112;0;45110;4111
1000000004012;10000113;1;45120;4112
1000000004013;10000114;0;45130;4113
1000000004014;10000115;0;45140;4114
1000000004015;10000116;0;45150;4115
1000000004016;10000117;1;45160;4116
1000000004017;10000118;0;45170;4117
1000000004018;10000119;0;45180;4118
1000000004019;10000120;1;45190;4119
1000000004020;10000121;1;45200;4120
1000000004021;10000122;0;45210;4121
1000000004022;10000123;1;45220;4122
1000000004023;10000124;0;45230;4123
1000000004024;10000125;0;45240;4124
1000000004025;10000126;0;45250;4125
1000000004026;10000127;1;45260;4126
1000000004027;10000128;0;45270;4127
1000000004028;10000129;0;45280;4128
1000000004029;10000130;1;45290;4129
1000000004030;10000131;1;45300;4130
1000000004031;10000132;0;45310;4131
1000000004032;10000133;1;45320;4132
1000000004033;10000134;0;45330;4133
1000000004034;10000135;0;45340;4134
1000000004035;10000136;0;45350;4135
1000000004036;10000137;1;45360;4136
1000000004037;10000138;0;45370;4137
1000000004038;10000139;0;45380;4138
1000000004039;10000140;1;45390;4139
1000000004040;10000141;1;45400;4140
1000000004041;10000142;0;45410;4141
1000000004042;10000143;1;45420;4142
1000000004043;10000144;0;45430;4143
1000000004044;10000145;0;45440;4144
1000000004045;10000146;0;45450;4145
1000000004046;10000147;1;45460;4146
1000000004047;10000148;0;45470;4147
1000000004048;10000149;0;45480;4148
1000000004049;10000150;1;45490;4149
1000000004050;10000151;1;45500;4150
1000000004051;10000152;0;45510;4151
1000000004052;10000153;1;45520;4152
1000000004053;10000154;0;45530;4153
1000000004054;10000155;0;45540;4154
1000000004055;10000156;0;45550;4155
1000000004056;10000157;1;45560;4156
1000000004057;10000158;0;45570;4157
1000000004058;10000159;0;45580;4158
1000000004059;10000160;1;45590;4159
1000000004060;10000161;1;45600;4160
1000000004061;10000162;0;45610;4161
1000000004062;10000163;1;45620;4162
1000000004063;10000164;0;45630;4163
1000000004064;10000165;0;45640;4164
1000000004065;10000166;0;45650;4165
1000000004066;10000167;1;45660;4166
1000000004067;10000168;0;45670;4167
1000000004068;10000169;0;45680;4168
1000000004069;10000170;1;45690;4169
1000000004070;10000171;1;45700;4170
1000000004071;10000172;0;45710;4171
1000000004072;10000173;1;45720;4172
1000000004073;10000174;0;45730;4173
1000000004074;10000175;0;45740;4174
1000000004075;10000176;0;45750;4175
1000000004076;10000177;1;45760;4176
1000000004077;10000178;0;45770;4177
1000000004078;10000179;0;45780;4178
1000000004079;10000180;1;45790;4179
1000000004080;10000181;1;45800;4180
1000000004081;10000182;0;45810;4181
1000000004082;10000183;1;45820;4182
1000000004083;10000184;0;45830;4183
1000000004084;10000185;0;45840;4184
1000000004085;10000186;0;45850;4185
1000000004086;10000187;1;45860;4186
1000000004087;10000188;0;45870;4187
1000000004088;10000189;0;45880;4188
1000000004089;10000190;1;45890;4189
1000000004090;10000191;1;45900;4190
1000000004091;10000192;0;45910;4191
1000000004092;10000193;1;45920;4192
1000000004093;10000194;0;45930;4193
1000000004094;10000195;0;45940;4194
1000000004095;10000196;0;45950;4195
1000000004096;10000197;1;45960;4196
1000000004097;10000198;0;45970;4197
1000000004098;10000199;0;45980;4198
1000000004099;10000200;1;45990;4199
1000000004100;10000201;1;46000;4200
1000000004101;10000202;0;46010;4201
1000000004102;10000203;1;46020;4202
1000000004103;10000204;0;46030;4203
1000000004104;10000205;0;46040;4204
1000000004105;10000206;0;46050;4205
1000000004106;10000207;1;46060;4206
1000000004107;10000208;0;46070;4207
1000000004108;10000209;0;46080;4208
1000000004109;10000210;1;46090;4209
1000000004110;10000211;1;46100;4210
1000000004111;10000212;0;46110;4211
1000000004112;10000213;1;46120;4212
1000000004113;10000214;0;46130;4213
1000000004114;10000215;0;46140;4214
1000000004115;10000216;0;46150;4215
1000000004116;10000217;1;46160;4216
1000000004117;10000218;0;46170;4217
1000000004118;10000219;0;46180;4218
1000000004119;10000220;1;46190;4219
1000000004120;10000221;1;46200;4220
1000000004121;10000222;0;46210;4221
1000000004122;10000223;1;46220;4222
1000000004123;10000224;0;46230;4223
1000000004124;10000225;0;46240;4224
1000000004125;10000226;0;46250;4225
1000000004126;10000227;1;46260;4226
1000000004127;10000228;0;46270;4227
1000000004128;10000229;0;46280;4228
1000000004129;10000230;1;46290;4229
1000000004130;10000231;1;46300;4230
1000000004131;10000232;0;46310;4231
1000000004132;10000233;1;46320;4232
1000000004133;10000234;0;46330;4233
1000000004134;10000235;0;46340;4234
1000000004135;10000236;0;46350;4235
1000000004136;10000237;1;46360;4236
1000000004137;10000238;0;46370;4237
1000000004138;10000239;0;46380;4238
1000000004139;10000240;1;46390;4239
1000000004140;10000241;1;46400;4240
1000000004141;10000242;0;46410;4241
1000000004142;10000243;1;46420;4242
1000000004143;10000244;0;46430;4243
1000000004144;10000245;0;46440;4244
1000000004145;10000246;0;46450;4245
1000000004146;10000247;1;46460;4246
1000000004147;10000248;0;46470;4247
1000000004148;10000249;0;46480;4248
1000000004149;10000250;1;46490;4249
1000000004150;10000251;1;46500;4250
1000000004151;10000252;0;46510;4251
1000000004152;10000253;1;46520;4252
1000000004153;10000254;0;46530;4253
1000000004154;10000255;0;46540;4254
1000000004155;10000256;0;46550;4255
1000000004156;10000257;1;46560;4256
1000000004157;10000258;0;46570;4257
1000000004158;10000259;0;46580;4258
1000000004159;10000260;1;46590;4259
1000000004160;10000261;1;46600;4260
1000000004161;10000262;0;46610;4261
1000000004162;10000263;1;46620;4262
1000000004163;10000264;0;46630;4263
1000000004164;10000265;0;46640;4264
1000000004165;10000266;0;46650;4265
1000000004166;10000267;1;46660;4266
1000000004167;10000268;0;46670;4267
1000000004168;10000269;0;46680;4268
1000000004169;10000270;1;46690;4269
1000000004170;10000271;1;46700;4270
1000000004171;10000272;0;46710;4271
