IDORDEN;CODIGOBARRAS;CANTIDADPRODUCTO;PRECIOTOTAL;PRECIOUNITARIO
1594;1000000004341;1;73410;73410
1594;1000000004342;12;881040;73420
1594;1000000004343;10;734300;73430
1594;1000000004344;1;73440;73440
1594;1000000004345;10;734500;73450
1595;1000000004346;6;440760;73460
1595;1000000004347;9;661230;73470
1595;1000000004348;2;146960;73480
1595;1000000004349;13;955370;73490
1595;1000000004350;14;1029000;73500
1595;1000000004351;12;882120;73510
1595;1000000004352;13;955760;73520
1595;1000000004353;8;588240;73530
1595;1000000004354;10;735400;73540
1596;1000000004355;1;73550;73550
1596;1000000004356;1;73560;73560
1596;1000000004357;12;882840;73570
1596;1000000004358;4;294320;73580
1596;1000000004359;12;883080;73590
1596;1000000004360;3;220800;73600
1596;1000000004361;10;736100;73610
1596;1000000004362;2;147240;73620
1596;1000000004363;1;73630;73630
1597;1000000004364;13;957320;73640
1597;1000000004365;6;441900;73650
1597;1000000004366;1;73660;73660
1597;1000000004367;1;73670;73670
1597;1000000004368;9;663120;73680
1597;1000000004369;13;957970;73690
1597;1000000004370;7;515900;73700
1597;1000000004371;1;73710;73710
1597;1000000004372;11;810920;73720
1598;1000000004373;2;147460;73730
1598;1000000004374;5;368700;73740
1598;1000000004375;14;1032500;73750
1598;1000000004376;8;590080;73760
1598;1000000004377;12;885240;73770
1598;1000000004378;13;959140;73780
1598;1000000004379;13;959270;73790
1598;1000000004380;11;811800;73800
1598;1000000004381;5;369050;73810
1599;1000000004382;11;812020;73820
1599;1000000004383;11;812130;73830
1599;1000000004384;12;886080;73840
1599;1000000004385;1;73850;73850
1599;1000000004386;11;812460;73860
1599;1000000004387;2;147740;73870
1599;1000000004388;5;369400;73880
1599;1000000004389;9;665010;73890
1599;1000000004390;9;665100;73900
1600;1000000004391;8;591280;73910
1600;1000000004392;12;887040;73920
1600;1000000004393;5;369650;73930
1600;1000000004394;6;443640;73940
1600;1000000004395;1;73950;73950
1600;1000000004396;14;1035440;73960
1600;1000000004397;2;147940;73970
1600;1000000004398;12;887760;73980
1600;1000000004399;11;813890;73990
1601;1000000004400;1;74000;74000
1601;1000000004401;12;888120;74010
1601;1000000004402;10;740200;74020
1601;1000000004403;8;592240;74030
1601;1000000004404;6;444240;74040
1601;1000000004405;8;592400;74050
1601;1000000004406;10;740600;74060
1601;1000000004407;6;444420;74070
1601;1000000004408;4;296320;74080
1602;1000000004409;14;1037260;74090
1602;1000000004410;8;592800;74100
1602;1000000004411;5;370550;74110
1602;1000000004412;4;296480;74120
1602;1000000004413;5;370650;74130
1602;1000000004414;7;518980;74140
1602;1000000004415;12;889800;74150
1602;1000000004416;11;815760;74160
1602;1000000004417;9;667530;74170
1603;1000000004418;4;296720;74180
1603;1000000004419;9;667710;74190
1603;1000000004420;6;445200;74200
1603;1000000004421;5;371050;74210
1603;1000000004422;14;1039080;74220
1603;1000000004423;10;742300;74230
1603;1000000004424;1;74240;74240
1603;1000000004425;12;891000;74250
1603;1000000004426;13;965380;74260
1604;1000000004427;4;297080;74270
1604;1000000004428;10;742800;74280
1604;1000000004429;8;594320;74290
1604;1000000004430;12;891600;74300
1604;1000000004431;14;1040340;74310
1604;1000000004432;3;222960;74320
1604;1000000004433;6;445980;74330
1604;1000000004434;5;371700;74340
1604;1000000004435;9;669150;74350
1605;1000000004436;4;297440;74360
1605;1000000004437;12;892440;74370
1605;1000000004438;11;818180;74380
1605;1000000004439;13;967070;74390
1605;1000000004440;4;297600;74400
1605;1000000004441;5;372050;74410
1605;1000000004442;5;372100;74420
1605;1000000004443;3;223290;74430
1605;1000000004444;9;669960;74440
1606;1000000004445;2;148900;74450
1606;1000000004446;8;595680;74460
1606;1000000004447;3;223410;74470
1606;1000000004448;11;819280;74480
1606;1000000004449;4;297960;74490
1606;1000000004450;3;223500;74500
1606;1000000004451;6;447060;74510
1606;1000000004452;11;819720;74520
1606;1000000004453;8;596240;74530
1607;1000000004454;12;894480;74540
1607;1000000004455;3;223650;74550
1607;1000000004456;8;596480;74560
1607;1000000004457;10;745700;74570
1607;1000000004458;12;894960;74580
1607;1000000004459;9;671310;74590
1607;1000000004460;11;820600;74600
1607;1000000004461;14;1044540;74610
1607;1000000004462;1;74620;74620
1608;1000000004463;7;522410;74630
1608;1000000004464;2;149280;74640
1608;1000000004465;3;223950;74650
1608;1000000004466;14;1045240;74660
1608;1000000004467;9;672030;74670
1608;1000000004468;8;597440;74680
1608;1000000004469;8;597520;74690
1608;1000000004470;12;896400;74700
1608;1000000004471;11;821810;74710
1609;1000000004472;3;224160;74720
1609;1000000004473;14;1046220;74730
1609;1000000004474;10;747400;74740
1609;1000000004475;6;448500;74750
1609;1000000004476;6;448560;74760
1609;1000000004477;4;299080;74770
1609;1000000004478;11;822580;74780
1609;1000000004479;4;299160;74790
1609;1000000004480;3;224400;74800
1610;1000000004481;9;673290;74810
1610;1000000004482;12;897840;74820
1610;1000000004483;12;897960;74830
1610;1000000004484;2;149680;74840
1610;1000000004485;9;673650;74850
1610;1000000004486;2;149720;74860
1610;1000000004487;6;449220;74870
1610;1000000004488;1;74880;74880
1610;1000000004489;3;224670;74890
1611;1000000004490;9;674100;74900
1611;1000000004491;6;449460;74910
1611;1000000004492;5;374600;74920
1611;1000000004493;14;1049020;74930
1611;1000000004494;10;749400;74940
1611;1000000004495;8;599600;74950
1611;1000000004496;10;749600;74960
1611;1000000004497;1;74970;74970
1611;1000000004498;6;449880;74980
1612;1000000004499;3;224970;74990
1612;1000000004500;4;300000;75000
1612;1000000004501;2;150020;75010
1612;1000000004502;10;750200;75020
1612;1000000004503;14;1050420;75030
1612;1000000004504;12;900480;75040
1612;1000000004505;4;300200;75050
1612;1000000004506;5;375300;75060
1612;1000000004507;3;225210;75070
1613;1000000004508;5;375400;75080
1613;1000000004509;14;1051260;75090
1613;1000000004510;3;225300;75100
1613;1000000004511;13;976430;75110
1613;1000000004512;10;751200;75120
1613;1000000004513;6;450780;75130
1613;1000000004514;12;901680;75140
1613;1000000004515;1;75150;75150
1613;1000000004516;9;676440;75160
1614;1000000004517;9;676530;75170
1614;1000000004518;1;75180;75180
1614;1000000004519;11;827090;75190
1614;1000000004520;4;300800;75200
1614;1000000004521;10;752100;75210
1614;1000000004522;2;150440;75220
1614;1000000004523;4;300920;75230
1614;1000000004524;1;75240;75240
1614;1000000004525;1;75250;75250
1615;1000000004526;5;376300;75260
1615;1000000004527;1;75270;75270
1615;1000000004528;7;526960;75280
1615;1000000004529;14;1054060;75290
1615;1000000004530;10;753000;75300
1615;1000000004531;5;376550;75310
1615;1000000004532;11;828520;75320
1615;1000000004533;3;225990;75330
1615;1000000004534;1;75340;75340
1616;1000000004535;14;1054900;75350
1616;1000000004536;14;1055040;75360
1616;1000000004537;4;301480;75370
1616;1000000004538;14;1055320;75380
1616;1000000004539;6;452340;75390
1616;1000000004540;13;980200;75400
1616;1000000004541;9;678690;75410
1616;1000000004542;6;452520;75420
1616;1000000004543;9;678870;75430
1617;1000000004544;14;1056160;75440
1617;1000000004545;11;829950;75450
1617;1000000004546;1;75460;75460
1617;1000000004547;10;754700;75470
1617;1000000004548;7;528360;75480
1617;1000000004549;3;226470;75490
1617;1000000004550;9;679500;75500
1617;1000000004551;4;302040;75510
1617;1000000004552;5;377600;75520
1618;1000000004553;8;604240;75530
1618;1000000004554;3;226620;75540
1618;1000000004555;11;831050;75550
1618;1000000004556;14;1057840;75560
1618;1000000004557;1;75570;75570
1618;1000000004558;1;75580;75580
1618;1000000004559;12;907080;75590
1618;1000000004560;1;75600;75600
1618;1000000004561;7;529270;75610
1619;1000000004562;10;756200;75620
1619;1000000004563;12;907560;75630
1619;1000000004564;11;832040;75640
1619;1000000004565;13;983450;75650
1619;1000000004566;5;378300;75660
1619;1000000004567;9;681030;75670
1619;1000000004568;13;983840;75680
1619;1000000004569;5;378450;75690
1619;1000000004570;10;757000;75700
1620;1000000004571;13;984230;75710
1620;1000000004572;4;302880;75720
1620;1000000004573;13;984490;75730
1620;1000000004574;2;151480;75740
1620;1000000004575;5;378750;75750
1620;1000000004576;2;151520;75760
1620;1000000004577;7;530390;75770
1620;1000000004578;7;530460;75780
1620;1000000004579;11;833690;75790
1621;1000000004580;4;303200;75800
1621;1000000004581;14;1061340;75810
1621;1000000004582;13;985660;75820
1621;1000000004583;10;758300;75830
1621;1000000004584;8;606720;75840
1621;1000000004585;11;834350;75850
1621;1000000004586;8;606880;75860
1621;1000000004587;2;151740;75870
1621;1000000004588;14;1062320;75880
1622;1000000004589;9;683010;75890
1622;1000000004590;6;455400;75900
1622;1000000004591;3;227730;75910
1622;1000000004592;5;379600;75920
1622;1000000004593;12;911160;75930
1622;1000000004594;1;75940;75940
1622;1000000004595;2;151900;75950
1622;1000000004596;4;303840;75960
1622;1000000004597;4;303880;75970
1623;1000000004598;14;1063720;75980
1623;1000000004599;11;835890;75990
1623;1000000004600;13;988000;76000
1623;1000000004601;9;684090;76010
1623;1000000004602;2;152040;76020
1623;1000000004603;14;1064420;76030
1623;1000000004604;5;380200;76040
1623;1000000004605;3;228150;76050
1623;1000000004606;10;760600;76060
1624;1000000004607;5;380350;76070
1624;1000000004608;13;989040;76080
1624;1000000004609;10;760900;76090
1624;1000000004610;13;989300;76100
1624;1000000004611;11;837210;76110
1624;1000000004612;2;152240;76120
1624;1000000004613;14;1065820;76130
1624;1000000004614;4;304560;76140
1624;1000000004615;8;609200;76150
1625;1000000004616;4;304640;76160
1625;1000000004617;8;609360;76170
1625;1000000004618;1;76180;76180
1625;1000000004619;8;609520;76190
1625;1000000004620;6;457200;76200
1625;1000000004621;2;152420;76210
1625;1000000004622;8;609760;76220
1625;1000000004623;13;990990;76230
1625;1000000004624;1;76240;76240
1626;1000000004625;1;76250;76250
1626;1000000004626;4;305040;76260
1626;1000000004627;8;610160;76270
1626;1000000004628;6;457680;76280
1626;1000000004629;3;228870;76290
1626;1000000004630;5;381500;76300
1626;1000000004631;13;992030;76310
1626;1000000004632;12;915840;76320
1626;1000000004633;5;381650;76330
1627;1000000004634;2;152680;76340
1627;1000000004635;7;534450;76350
1627;1000000004636;12;916320;76360
1627;1000000004637;12;916440;76370
1627;1000000004638;7;534660;76380
1627;1000000004639;2;152780;76390
1627;1000000004640;9;687600;76400
1627;1000000004641;9;687690;76410
1627;1000000004642;9;687780;76420
1628;1000000004643;2;152860;76430
1628;1000000004644;4;305760;76440
1628;1000000004645;8;611600;76450
1628;1000000004646;2;152920;76460
1628;1000000004647;13;994110;76470
1628;1000000004648;8;611840;76480
1628;1000000004649;13;994370;76490
1628;1000000004650;7;535500;76500
1628;1000000004651;8;612080;76510
1629;1000000004652;10;765200;76520
1629;1000000004653;6;459180;76530
1629;1000000004654;12;918480;76540
1629;1000000004655;7;535850;76550
1629;1000000004656;2;153120;76560
1629;1000000004657;8;612560;76570
1629;1000000004658;7;536060;76580
1629;1000000004659;5;382950;76590
1629;1000000004660;1;76600;76600
1630;1000000004661;7;536270;76610
1630;1000000004662;2;153240;76620
1630;1000000004663;8;613040;76630
1630;1000000004664;5;383200;76640
1630;1000000004665;10;766500;76650
1630;1000000004666;5;383300;76660
1630;1000000004667;6;460020;76670
1630;1000000004668;9;690120;76680
1630;1000000004669;2;153380;76690
1631;1000000004670;3;230100;76700
1631;1000000004671;2;153420;76710
1631;1000000004672;13;997360;76720
1631;1000000004673;12;920760;76730
1631;1000000004674;7;537180;76740
1631;1000000004675;1;76750;76750
1631;1000000004676;5;383800;76760
1631;1000000004677;3;230310;76770
1631;1000000004678;10;767800;76780
1632;1000000004679;4;307160;76790
1632;1000000004680;9;691200;76800
1632;1000000004681;6;460860;76810
1632;1000000004682;2;153640;76820
1632;1000000004683;7;537810;76830
1632;1000000004684;12;922080;76840
1632;1000000004685;2;153700;76850
1632;1000000004686;11;845460;76860
1632;1000000004687;11;845570;76870
1633;1000000004688;14;1076320;76880
1633;1000000004689;4;307560;76890
1633;1000000004690;8;615200;76900
1633;1000000004691;7;538370;76910
1633;1000000004692;7;538440;76920
1633;1000000004693;2;153860;76930
1633;1000000004694;6;461640;76940
1633;1000000004695;6;461700;76950
1633;1000000004696;4;307840;76960
1634;1000000004697;9;692730;76970
1634;1000000004698;11;846780;76980
1634;1000000004699;2;153980;76990
1634;1000000004700;4;308000;77000
1634;1000000004701;7;539070;77010
1634;1000000004702;8;616160;77020
1634;1000000004703;7;539210;77030
1634;1000000004704;2;154080;77040
1634;1000000004705;12;924600;77050
1635;1000000004706;8;616480;77060
1635;1000000004707;10;770700;77070
1635;1000000004708;6;462480;77080
1635;1000000004709;6;462540;77090
1635;1000000004710;10;771000;77100
1635;1000000004711;2;154220;77110
1635;1000000004712;2;154240;77120
1635;1000000004713;10;771300;77130
1635;1000000004714;1;77140;77140
1636;1000000004715;7;540050;77150
1636;1000000004716;3;231480;77160
1636;1000000004717;9;694530;77170
1636;1000000004718;10;771800;77180
1636;1000000004719;6;463140;77190
1636;1000000004720;1;77200;77200
1636;1000000004721;6;463260;77210
1636;1000000004722;14;1081080;77220
1636;1000000004723;12;926760;77230
1637;1000000004724;6;463440;77240
1637;1000000004725;2;154500;77250
1637;1000000004726;10;772600;77260
1637;1000000004727;5;386350;77270
1637;1000000004728;14;1081920;77280
1637;1000000004729;2;154580;77290
1637;1000000004730;7;541100;77300
1637;1000000004731;10;773100;77310
1637;1000000004732;6;463920;77320
1638;1000000004733;5;386650;77330
1638;1000000004734;1;77340;77340
1638;1000000004735;9;696150;77350
1638;1000000004736;10;773600;77360
1638;1000000004737;6;464220;77370
1638;1000000004738;14;1083320;77380
1638;1000000004739;14;1083460;77390
1638;1000000004740;8;619200;77400
1638;1000000004741;12;928920;77410
1639;1000000004742;11;851620;77420
1639;1000000004743;10;774300;77430
1639;1000000004744;3;232320;77440
1639;1000000004745;5;387250;77450
1639;1000000004746;5;387300;77460
1639;1000000004747;1;77470;77470
1639;1000000004748;2;154960;77480
1639;1000000004749;1;77490;77490
1639;1000000004750;8;620000;77500
1640;1000000004751;1;77510;77510
1640;1000000004752;2;155040;77520
1640;1000000004753;4;310120;77530
1640;1000000004754;13;1008020;77540
1640;1000000004755;11;853050;77550
1640;1000000004756;10;775600;77560
1640;1000000004757;4;310280;77570
1640;1000000004758;14;1086120;77580
1640;1000000004759;4;310360;77590
1641;1000000004760;2;155200;77600
1641;1000000004761;2;155220;77610
1641;1000000004762;9;698580;77620
1641;1000000004763;7;543410;77630
1641;1000000004764;7;543480;77640
1641;1000000004765;5;388250;77650
1641;1000000004766;1;77660;77660
1641;1000000004767;12;932040;77670
1641;1000000004768;10;776800;77680
1642;1000000004769;10;776900;77690
1642;1000000004770;8;621600;77700
1642;1000000004771;10;777100;77710
1642;1000000004772;4;310880;77720
1642;1000000004773;10;777300;77730
1642;1000000004774;14;1088360;77740
1642;1000000004775;2;155500;77750
1642;1000000004776;13;1010880;77760
1642;1000000004777;13;1011010;77770
1643;1000000004778;9;700020;77780
1643;1000000004779;5;388950;77790
1643;1000000004780;12;933600;77800
1643;1000000004781;13;1011530;77810
1643;1000000004782;9;700380;77820
1643;1000000004783;6;466980;77830
1643;1000000004784;9;700560;77840
1643;1000000004785;6;467100;77850
1643;1000000004786;6;467160;77860
1644;1000000004787;12;934440;77870
1644;1000000004788;7;545160;77880
1644;1000000004789;10;778900;77890
1644;1000000004790;12;934800;77900
1644;1000000004791;3;233730;77910
1644;1000000004792;3;233760;77920
1644;1000000004793;12;935160;77930
1644;1000000004794;9;701460;77940
1644;1000000004795;6;467700;77950
1645;1000000004796;13;1013480;77960
1645;1000000004797;3;233910;77970
1645;1000000004798;14;1091720;77980
1645;1000000004799;13;1013870;77990
1645;1000000004800;13;1014000;78000
1645;1000000004801;14;1092140;78010
1645;1000000004802;8;624160;78020
1645;1000000004803;11;858330;78030
1645;1000000004804;1;78040;78040
1646;1000000004805;7;546350;78050
1646;1000000004806;2;156120;78060
1646;1000000004807;5;390350;78070
1646;1000000004808;7;546560;78080
1646;1000000004809;12;937080;78090
1646;1000000004810;9;702900;78100
1646;1000000004811;1;78110;78110
1646;1000000004812;7;546840;78120
1646;1000000004813;14;1093820;78130
1647;1000000004814;4;312560;78140
1647;1000000004815;1;78150;78150
1647;1000000004816;5;390800;78160
1647;1000000004817;10;781700;78170
1647;1000000004818;4;312720;78180
1647;1000000004819;9;703710;78190
1647;1000000004820;1;78200;78200
1647;1000000004821;13;1016730;78210
1647;1000000004822;11;860420;78220
1648;1000000004823;3;234690;78230
1648;1000000004824;2;156480;78240
1648;1000000004825;3;234750;78250
1648;1000000004826;8;626080;78260
1648;1000000004827;11;860970;78270
1648;1000000004828;11;861080;78280
1648;1000000004829;1;78290;78290
1648;1000000004830;12;939600;78300
1648;1000000004831;1;78310;78310
1649;1000000004832;1;78320;78320
1649;1000000004833;7;548310;78330
1649;1000000004834;8;626720;78340
1649;1000000004835;9;705150;78350
1649;1000000004836;14;1097040;78360
1649;1000000004837;6;470220;78370
1649;1000000004838;12;940560;78380
1649;1000000004839;2;156780;78390
1649;1000000004840;11;862400;78400
1650;1000000004841;3;235230;78410
1650;1000000004842;6;470520;78420
1650;1000000004843;8;627440;78430
1650;1000000004844;1;78440;78440
1650;1000000004845;8;627600;78450
1650;1000000004846;6;470760;78460
1650;1000000004847;13;1020110;78470
1650;1000000004848;14;1098720;78480
1650;1000000004849;12;941880;78490
1651;1000000004850;4;314000;78500
1651;1000000004851;7;549570;78510
1651;1000000004852;10;785200;78520
1651;1000000004853;2;157060;78530
1651;1000000004854;8;628320;78540
1651;1000000004855;4;314200;78550
1651;1000000004856;3;235680;78560
1651;1000000004857;1;78570;78570
1651;1000000004858;13;1021540;78580
1652;1000000004859;8;628720;78590
1652;1000000004860;9;707400;78600
1652;1000000004861;3;235830;78610
1652;1000000004862;13;1022060;78620
1652;1000000004863;6;471780;78630
1652;1000000004864;3;235920;78640
1652;1000000004865;6;471900;78650
1652;1000000004866;5;393300;78660
1652;1000000004867;4;314680;78670
1653;1000000004868;6;472080;78680
1653;1000000004869;8;629520;78690
1653;1000000004870;2;157400;78700
1653;1000000004871;13;1023230;78710
1653;1000000004872;1;78720;78720
1653;1000000004873;7;551110;78730
1653;1000000004874;5;393700;78740
1653;1000000004875;3;236250;78750
1653;1000000004876;7;551320;78760
1654;1000000004877;10;787700;78770
1654;1000000004878;11;866580;78780
1654;1000000004879;13;1024270;78790
1654;1000000004880;10;788000;78800
1654;1000000004881;8;630480;78810
1654;1000000004882;6;472920;78820
1654;1000000004883;10;788300;78830
1654;1000000004884;11;867240;78840
1654;1000000004885;1;78850;78850
1655;1000000004886;1;78860;78860
1655;1000000004887;10;788700;78870
1655;1000000004888;5;394400;78880
1655;1000000004889;13;1025570;78890
1655;1000000004890;3;236700;78900
1655;1000000004891;4;315640;78910
1655;1000000004892;4;315680;78920
1655;1000000004893;8;631440;78930
1655;1000000004894;2;157880;78940
1656;1000000004895;7;552650;78950
1656;1000000004896;8;631680;78960
1656;1000000004897;2;157940;78970
1656;1000000004898;7;552860;78980
1656;1000000004899;11;868890;78990
1656;1000000004900;12;948000;79000
1656;1000000004901;12;948120;79010
1656;1000000004902;13;1027260;79020
1656;1000000004903;12;948360;79030
1657;1000000004904;2;158080;79040
1657;1000000004905;4;316200;79050
1657;1000000004906;10;790600;79060
1657;1000000004907;5;395350;79070
1657;1000000004908;2;158160;79080
1657;1000000004909;7;553630;79090
1657;1000000004910;12;949200;79100
1657;1000000004911;2;158220;79110
1657;1000000004912;8;632960;79120
1658;1000000004913;6;474780;79130
1658;1000000004914;10;791400;79140
1658;1000000004915;14;1108100;79150
1658;1000000004916;5;395800;79160
1658;1000000004917;10;791700;79170
1658;1000000004918;8;633440;79180
1658;1000000004919;2;158380;79190
1658;1000000004920;9;712800;79200
1658;1000000004921;11;871310;79210
1659;1000000004922;10;792200;79220
1659;1000000004923;3;237690;79230
1659;1000000004924;12;950880;79240
1659;1000000004925;14;1109500;79250
1659;1000000004926;5;396300;79260
1659;1000000004927;9;713430;79270
1659;1000000004928;14;1109920;79280
1659;1000000004929;12;951480;79290
1659;1000000004930;13;1030900;79300
1660;1000000004931;9;713790;79310
1660;1000000004932;11;872520;79320
1660;1000000004933;11;872630;79330
1660;1000000004934;1;79340;79340
1660;1000000004935;2;158700;79350
1660;1000000004936;14;1111040;79360
1660;1000000004937;13;1031810;79370
1660;1000000004938;12;952560;79380
1660;1000000004939;11;873290;79390
1661;1000000004940;6;476400;79400
1661;1000000004941;4;317640;79410
1661;1000000004942;5;397100;79420
1661;1000000004943;11;873730;79430
1661;1000000004944;6;476640;79440
1661;1000000004945;14;1112300;79450
1661;1000000004946;9;715140;79460
1661;1000000004947;13;1033110;79470
1661;1000000004948;13;1033240;79480
1662;1000000004949;14;1112860;79490
1662;1000000004950;14;1113000;79500
1662;1000000004951;11;874610;79510
1662;1000000004952;7;556640;79520
1662;1000000004953;12;954360;79530
1662;1000000004954;1;79540;79540
1662;1000000004955;12;954600;79550
1662;1000000004956;14;1113840;79560
1662;1000000004957;10;795700;79570
1663;1000000004958;2;159160;79580
1663;1000000004959;4;318360;79590
1663;1000000004960;12;955200;79600
1663;1000000004961;5;398050;79610
1663;1000000004962;1;79620;79620
1663;1000000004963;11;875930;79630
1663;1000000004964;4;318560;79640
1663;1000000004965;9;716850;79650
1663;1000000004966;13;1035580;79660
1664;1000000004967;1;79670;79670
1664;1000000004968;11;876480;79680
1664;1000000004969;2;159380;79690
1664;1000000004970;11;876700;79700
1664;1000000004971;10;797100;79710
1664;1000000004972;7;558040;79720
1664;1000000004973;8;637840;79730
1664;1000000004974;3;239220;79740
1664;1000000004975;12;957000;79750
1665;1000000004976;12;957120;79760
1665;1000000004977;7;558390;79770
1665;1000000004978;14;1116920;79780
1665;1000000004979;8;638320;79790
1665;1000000004980;5;399000;79800
1665;1000000004981;11;877910;79810
1665;1000000004982;9;718380;79820
1665;1000000004983;1;79830;79830
1665;1000000004984;3;239520;79840
1666;1000000004985;11;878350;79850
1666;1000000004986;3;239580;79860
1666;1000000004987;5;399350;79870
1666;1000000004988;14;1118320;79880
1666;1000000004989;6;479340;79890
1666;1000000004990;7;559300;79900
1666;1000000004991;2;159820;79910
1666;1000000004992;8;639360;79920
1666;1000000004993;13;1039090;79930
1667;1000000004994;1;79940;79940
1667;1000000004995;10;799500;79950
1667;1000000004996;11;879560;79960
1667;1000000004997;2;159940;79970
1667;1000000004998;14;1119720;79980
1667;1000000004999;7;559930;79990
1667;1000000000000;7;35000;5000
1667;1000000000001;7;35070;5010
1667;1000000000002;6;30120;5020
1668;1000000000003;11;55330;5030
1668;1000000000004;6;30240;5040
1668;1000000000005;10;50500;5050
1668;1000000000006;7;35420;5060
1668;1000000000007;6;30420;5070
1668;1000000000008;8;40640;5080
1668;1000000000009;4;20360;5090
1668;1000000000010;5;25500;5100
1668;1000000000011;6;30660;5110
1669;1000000000012;11;56320;5120
1669;1000000000013;2;10260;5130
1669;1000000000014;13;66820;5140
1669;1000000000015;9;46350;5150
1669;1000000000016;14;72240;5160
1669;1000000000017;1;5170;5170
1669;1000000000018;14;72520;5180
1669;1000000000019;2;10380;5190
1669;1000000000020;12;62400;5200
1670;1000000000021;5;26050;5210
1670;1000000000022;2;10440;5220
1670;1000000000023;14;73220;5230
1670;1000000000024;4;20960;5240
1670;1000000000025;6;31500;5250
1670;1000000000026;13;68380;5260
1670;1000000000027;12;63240;5270
1670;1000000000028;7;36960;5280
1670;1000000000029;7;37030;5290
1671;1000000000030;10;53000;5300
1671;1000000000031;2;10620;5310
1671;1000000000032;3;15960;5320
1671;1000000000033;12;63960;5330
1671;1000000000034;4;21360;5340
1671;1000000000035;8;42800;5350
1671;1000000000036;13;69680;5360
1671;1000000000037;6;32220;5370
1671;1000000000038;8;43040;5380
1672;1000000000039;4;21560;5390
1672;1000000000040;14;75600;5400
1672;1000000000041;1;5410;5410
1672;1000000000042;2;10840;5420
1672;1000000000043;13;70590;5430
1672;1000000000044;5;27200;5440
1672;1000000000045;7;38150;5450
1672;1000000000046;14;76440;5460
1672;1000000000047;6;32820;5470
1673;1000000000048;11;60280;5480
1673;1000000000049;10;54900;5490
1673;1000000000050;10;55000;5500
1673;1000000000051;12;66120;5510
1673;1000000000052;3;16560;5520
1673;1000000000053;14;77420;5530
1673;1000000000054;10;55400;5540
1673;1000000000055;2;11100;5550
1673;1000000000056;1;5560;5560
1674;1000000000057;7;38990;5570
1674;1000000000058;10;55800;5580
1674;1000000000059;2;11180;5590
1674;1000000000060;3;16800;5600
1674;1000000000061;2;11220;5610
1674;1000000000062;1;5620;5620
1674;1000000000063;14;78820;5630
1674;1000000000064;1;5640;5640
1674;1000000000065;3;16950;5650
1675;1000000000066;9;50940;5660
1675;1000000000067;4;22680;5670
1675;1000000000068;7;39760;5680
1675;1000000000069;2;11380;5690
1675;1000000000070;1;5700;5700
1675;1000000000071;9;51390;5710
1675;1000000000072;4;22880;5720
1675;1000000000073;11;63030;5730
1675;1000000000074;4;22960;5740
1676;1000000000075;2;11500;5750
1676;1000000000076;8;46080;5760
1676;1000000000077;7;40390;5770
1676;1000000000078;1;5780;5780
1676;1000000000079;14;81060;5790
1676;1000000000080;14;81200;5800
1676;1000000000081;10;58100;5810
1676;1000000000082;6;34920;5820
1676;1000000000083;3;17490;5830
1677;1000000000084;10;58400;5840
1677;1000000000085;12;70200;5850
1677;1000000000086;5;29300;5860
1677;1000000000087;1;5870;5870
1677;1000000000088;6;35280;5880
1677;1000000000089;5;29450;5890
1677;1000000000090;4;23600;5900
1677;1000000000091;13;76830;5910
1677;1000000000092;12;71040;5920
1678;1000000000093;9;53370;5930
1678;1000000000094;8;47520;5940
1678;1000000000095;6;35700;5950
1678;1000000000096;2;11920;5960
1678;1000000000097;9;53730;5970
1678;1000000000098;13;77740;5980
1678;1000000000099;1;5990;5990
1678;1000000000100;4;24000;6000
1678;1000000000101;12;72120;6010
1679;1000000000102;5;30100;6020
1679;1000000000103;9;54270;6030
1679;1000000000104;4;24160;6040
1679;1000000000105;3;18150;6050
1679;1000000000106;14;84840;6060
1679;1000000000107;4;24280;6070
1679;1000000000108;10;60800;6080
1679;1000000000109;1;6090;6090
1679;1000000000110;1;6100;6100
1680;1000000000111;10;61100;6110
1680;1000000000112;5;30600;6120
1680;1000000000113;7;42910;6130
1680;1000000000114;10;61400;6140
1680;1000000000115;4;24600;6150
1680;1000000000116;11;67760;6160
1680;1000000000117;6;37020;6170
1680;1000000000118;3;18540;6180
1680;1000000000119;9;55710;6190
1681;1000000000120;1;6200;6200
1681;1000000000121;9;55890;6210
1681;1000000000122;14;87080;6220
1681;1000000000123;5;31150;6230
1681;1000000000124;10;62400;6240
1681;1000000000125;3;18750;6250
1681;1000000000126;14;87640;6260
1681;1000000000127;11;68970;6270
1681;1000000000128;6;37680;6280
1682;1000000000129;6;37740;6290
1682;1000000000130;9;56700;6300
1682;1000000000131;8;50480;6310
1682;1000000000132;13;82160;6320
1682;1000000000133;7;44310;6330
1682;1000000000134;11;69740;6340
1682;1000000000135;10;63500;6350
1682;1000000000136;3;19080;6360
1682;1000000000137;5;31850;6370
1683;1000000000138;2;12760;6380
1683;1000000000139;13;83070;6390
1683;1000000000140;7;44800;6400
1683;1000000000141;13;83330;6410
1683;1000000000142;2;12840;6420
1683;1000000000143;2;12860;6430
1683;1000000000144;10;64400;6440
1683;1000000000145;3;19350;6450
1683;1000000000146;7;45220;6460
1684;1000000000147;9;58230;6470
1684;1000000000148;5;32400;6480
1684;1000000000149;7;45430;6490
1684;1000000000150;3;19500;6500
1684;1000000000151;14;91140;6510
1684;1000000000152;14;91280;6520
1684;1000000000153;4;26120;6530
1684;1000000000154;9;58860;6540
1684;1000000000155;14;91700;6550
1685;1000000000156;12;78720;6560
