CodigoBarras;idCategoria;IdTipoProducto;Nombre;Marca;PRESENTACION;CantidadPresen;Unimedida;Volumen;Peso
1000000002537;9;9;Nombre P;Marca P;Presentacion P;9;gr;3037;399305
1000000002538;1;1;Nombre Q;Marca Q;Presentacion Q;9;ml;3038;399460
1000000002539;2;2;Nombre R;Marca R;Presentacion R;8;ml;3039;399615
1000000002540;3;3;Nombre S;Marca S;Presentacion S;8;gr;3040;399770
1000000002541;4;4;Nombre T;Marca T;Presentacion T;6;ml;3041;399925
1000000002542;5;5;Nombre U;Marca U;Presentacion U;3;ml;3042;400080
1000000002543;6;6;Nombre V;Marca V;Presentacion V;1;gr;3043;400235
1000000002544;7;7;Nombre W;Marca W;Presentacion W;3;gr;3044;400390
1000000002545;8;8;Nombre X;Marca X;Presentacion X;5;gr;3045;400545
1000000002546;9;9;Nombre Y;Marca Y;Presentacion Y;2;ml;3046;400700
1000000002547;1;1;Nombre Z;Marca Z;Presentacion Z;10;gr;3047;400855
1000000002548;2;2;Nombre A;Marca A;Presentacion A;5;ml;3048;401010
1000000002549;3;3;Nombre B;Marca B;Presentacion B;6;ml;3049;401165
1000000002550;4;4;Nombre C;Marca C;Presentacion C;1;gr;3050;401320
1000000002551;5;5;Nombre D;Marca D;Presentacion D;2;ml;3051;401475
1000000002552;6;6;Nombre E;Marca E;Presentacion E;2;ml;3052;401630
1000000002553;7;7;Nombre F;Marca F;Presentacion F;10;gr;3053;401785
1000000002554;8;8;Nombre G;Marca G;Presentacion G;4;gr;3054;401940
1000000002555;9;9;Nombre H;Marca H;Presentacion H;8;gr;3055;402095
1000000002556;1;1;Nombre I;Marca I;Presentacion I;8;ml;3056;402250
1000000002557;2;2;Nombre J;Marca J;Presentacion J;5;gr;3057;402405
1000000002558;3;3;Nombre K;Marca K;Presentacion K;2;ml;3058;402560
1000000002559;4;4;Nombre L;Marca L;Presentacion L;4;ml;3059;402715
1000000002560;5;5;Nombre M;Marca M;Presentacion M;3;gr;3060;402870
1000000002561;6;6;Nombre N;Marca N;Presentacion N;4;ml;3061;403025
1000000002562;7;7;Nombre O;Marca O;Presentacion O;4;ml;3062;403180
1000000002563;8;8;Nombre P;Marca P;Presentacion P;8;gr;3063;403335
1000000002564;9;9;Nombre Q;Marca Q;Presentacion Q;1;gr;3064;403490
1000000002565;1;1;Nombre R;Marca R;Presentacion R;2;gr;3065;403645
1000000002566;2;2;Nombre S;Marca S;Presentacion S;8;ml;3066;403800
1000000002567;3;3;Nombre T;Marca T;Presentacion T;5;gr;3067;403955
1000000002568;4;4;Nombre U;Marca U;Presentacion U;10;ml;3068;404110
1000000002569;5;5;Nombre V;Marca V;Presentacion V;8;ml;3069;404265
1000000002570;6;6;Nombre W;Marca W;Presentacion W;8;gr;3070;404420
1000000002571;7;7;Nombre X;Marca X;Presentacion X;10;ml;3071;404575
1000000002572;8;8;Nombre Y;Marca Y;Presentacion Y;5;ml;3072;404730
1000000002573;9;9;Nombre Z;Marca Z;Presentacion Z;9;gr;3073;404885
1000000002574;1;1;Nombre A;Marca A;Presentacion A;6;gr;3074;405040
1000000002575;2;2;Nombre B;Marca B;Presentacion B;1;gr;3075;405195
1000000002576;3;3;Nombre C;Marca C;Presentacion C;3;ml;3076;405350
1000000002577;4;4;Nombre D;Marca D;Presentacion D;4;gr;3077;405505
1000000002578;5;5;Nombre E;Marca E;Presentacion E;4;ml;3078;405660
1000000002579;6;6;Nombre F;Marca F;Presentacion F;1;ml;3079;405815
1000000002580;7;7;Nombre G;Marca G;Presentacion G;10;gr;3080;405970
1000000002581;8;8;Nombre H;Marca H;Presentacion H;7;ml;3081;406125
1000000002582;9;9;Nombre I;Marca I;Presentacion I;5;ml;3082;406280
1000000002583;1;1;Nombre J;Marca J;Presentacion J;4;gr;3083;406435
1000000002584;2;2;Nombre K;Marca K;Presentacion K;6;gr;3084;406590
1000000002585;3;3;Nombre L;Marca L;Presentacion L;10;gr;3085;406745
1000000002586;4;4;Nombre M;Marca M;Presentacion M;3;ml;3086;406900
1000000002587;5;5;Nombre N;Marca N;Presentacion N;6;gr;3087;407055
1000000002588;6;6;Nombre O;Marca O;Presentacion O;4;ml;3088;407210
1000000002589;7;7;Nombre P;Marca P;Presentacion P;3;ml;3089;407365
1000000002590;8;8;Nombre Q;Marca Q;Presentacion Q;9;gr;3090;407520
1000000002591;9;9;Nombre R;Marca R;Presentacion R;3;ml;3091;407675
1000000002592;1;1;Nombre S;Marca S;Presentacion S;10;ml;3092;407830
1000000002593;2;2;Nombre T;Marca T;Presentacion T;7;gr;3093;407985
1000000002594;3;3;Nombre U;Marca U;Presentacion U;3;gr;3094;408140
1000000002595;4;4;Nombre V;Marca V;Presentacion V;10;gr;3095;408295
1000000002596;5;5;Nombre W;Marca W;Presentacion W;4;ml;3096;408450
1000000002597;6;6;Nombre X;Marca X;Presentacion X;1;gr;3097;408605
1000000002598;7;7;Nombre Y;Marca Y;Presentacion Y;6;ml;3098;408760
1000000002599;8;8;Nombre Z;Marca Z;Presentacion Z;1;ml;3099;408915
1000000002600;9;9;Nombre A;Marca A;Presentacion A;8;gr;3100;409070
1000000002601;1;1;Nombre B;Marca B;Presentacion B;3;ml;3101;409225
1000000002602;2;2;Nombre C;Marca C;Presentacion C;9;ml;3102;409380
1000000002603;3;3;Nombre D;Marca D;Presentacion D;2;gr;3103;409535
1000000002604;4;4;Nombre E;Marca E;Presentacion E;7;gr;3104;409690
1000000002605;5;5;Nombre F;Marca F;Presentacion F;9;gr;3105;409845
1000000002606;6;6;Nombre G;Marca G;Presentacion G;3;ml;3106;410000
1000000002607;7;7;Nombre H;Marca H;Presentacion H;7;gr;3107;410155
1000000002608;8;8;Nombre I;Marca I;Presentacion I;9;ml;3108;410310
1000000002609;9;9;Nombre J;Marca J;Presentacion J;6;ml;3109;410465
1000000002610;1;1;Nombre K;Marca K;Presentacion K;9;gr;3110;410620
1000000002611;2;2;Nombre L;Marca L;Presentacion L;1;ml;3111;410775
1000000002612;3;3;Nombre M;Marca M;Presentacion M;7;ml;3112;410930
1000000002613;4;4;Nombre N;Marca N;Presentacion N;8;gr;3113;411085
1000000002614;5;5;Nombre O;Marca O;Presentacion O;8;gr;3114;411240
1000000002615;6;6;Nombre P;Marca P;Presentacion P;2;gr;3115;411395
1000000002616;7;7;Nombre Q;Marca Q;Presentacion Q;5;ml;3116;411550
1000000002617;8;8;Nombre R;Marca R;Presentacion R;8;gr;3117;411705
1000000002618;9;9;Nombre S;Marca S;Presentacion S;1;ml;3118;411860
1000000002619;1;1;Nombre T;Marca T;Presentacion T;10;ml;3119;412015
1000000002620;2;2;Nombre U;Marca U;Presentacion U;2;gr;3120;412170
1000000002621;3;3;Nombre V;Marca V;Presentacion V;5;ml;3121;412325
1000000002622;4;4;Nombre W;Marca W;Presentacion W;5;ml;3122;412480
1000000002623;5;5;Nombre X;Marca X;Presentacion X;7;gr;3123;412635
1000000002624;6;6;Nombre Y;Marca Y;Presentacion Y;9;gr;3124;412790
1000000002625;7;7;Nombre Z;Marca Z;Presentacion Z;3;gr;3125;412945
1000000002626;8;8;Nombre A;Marca A;Presentacion A;1;ml;3126;413100
1000000002627;9;9;Nombre B;Marca B;Presentacion B;1;gr;3127;413255
1000000002628;1;1;Nombre C;Marca C;Presentacion C;4;ml;3128;413410
1000000002629;2;2;Nombre D;Marca D;Presentacion D;6;ml;3129;413565
1000000002630;3;3;Nombre E;Marca E;Presentacion E;3;gr;3130;413720
1000000002631;4;4;Nombre F;Marca F;Presentacion F;3;ml;3131;413875
1000000002632;5;5;Nombre G;Marca G;Presentacion G;3;ml;3132;414030
1000000002633;6;6;Nombre H;Marca H;Presentacion H;2;gr;3133;414185
1000000002634;7;7;Nombre I;Marca I;Presentacion I;5;gr;3134;414340
1000000002635;8;8;Nombre J;Marca J;Presentacion J;8;gr;3135;414495
1000000002636;9;9;Nombre K;Marca K;Presentacion K;6;ml;3136;414650
1000000002637;1;1;Nombre L;Marca L;Presentacion L;6;gr;3137;414805
1000000002638;2;2;Nombre M;Marca M;Presentacion M;8;ml;3138;414960
1000000002639;3;3;Nombre N;Marca N;Presentacion N;1;ml;3139;415115
1000000002640;4;4;Nombre O;Marca O;Presentacion O;8;gr;3140;415270
1000000002641;5;5;Nombre P;Marca P;Presentacion P;2;ml;3141;415425
1000000002642;6;6;Nombre Q;Marca Q;Presentacion Q;5;ml;3142;415580
1000000002643;7;7;Nombre R;Marca R;Presentacion R;5;gr;3143;415735
1000000002644;8;8;Nombre S;Marca S;Presentacion S;5;gr;3144;415890
1000000002645;9;9;Nombre T;Marca T;Presentacion T;10;gr;3145;416045
1000000002646;1;1;Nombre U;Marca U;Presentacion U;7;ml;3146;416200
1000000002647;2;2;Nombre V;Marca V;Presentacion V;6;gr;3147;416355
1000000002648;3;3;Nombre W;Marca W;Presentacion W;5;ml;3148;416510
1000000002649;4;4;Nombre X;Marca X;Presentacion X;10;ml;3149;416665
1000000002650;5;5;Nombre Y;Marca Y;Presentacion Y;2;gr;3150;416820
1000000002651;6;6;Nombre Z;Marca Z;Presentacion Z;5;ml;3151;416975
1000000002652;7;7;Nombre A;Marca A;Presentacion A;10;ml;3152;417130
1000000002653;8;8;Nombre B;Marca B;Presentacion B;1;gr;3153;417285
1000000002654;9;9;Nombre C;Marca C;Presentacion C;5;gr;3154;417440
1000000002655;1;1;Nombre D;Marca D;Presentacion D;9;gr;3155;417595
1000000002656;2;2;Nombre E;Marca E;Presentacion E;6;ml;3156;417750
1000000002657;3;3;Nombre F;Marca F;Presentacion F;7;gr;3157;417905
1000000002658;4;4;Nombre G;Marca G;Presentacion G;4;ml;3158;418060
1000000002659;5;5;Nombre H;Marca H;Presentacion H;8;ml;3159;418215
1000000002660;6;6;Nombre I;Marca I;Presentacion I;9;gr;3160;418370
1000000002661;7;7;Nombre J;Marca J;Presentacion J;2;ml;3161;418525
1000000002662;8;8;Nombre K;Marca K;Presentacion K;7;ml;3162;418680
1000000002663;9;9;Nombre L;Marca L;Presentacion L;3;gr;3163;418835
1000000002664;1;1;Nombre M;Marca M;Presentacion M;7;gr;3164;418990
1000000002665;2;2;Nombre N;Marca N;Presentacion N;10;gr;3165;419145
1000000002666;3;3;Nombre O;Marca O;Presentacion O;2;ml;3166;419300
1000000002667;4;4;Nombre P;Marca P;Presentacion P;4;gr;3167;419455
1000000002668;5;5;Nombre Q;Marca Q;Presentacion Q;10;ml;3168;419610
1000000002669;6;6;Nombre R;Marca R;Presentacion R;8;ml;3169;419765
1000000002670;7;7;Nombre S;Marca S;Presentacion S;3;gr;3170;419920
1000000002671;8;8;Nombre T;Marca T;Presentacion T;4;ml;3171;420075
1000000002672;9;9;Nombre U;Marca U;Presentacion U;7;ml;3172;420230
1000000002673;1;1;Nombre V;Marca V;Presentacion V;10;gr;3173;420385
1000000002674;2;2;Nombre W;Marca W;Presentacion W;3;gr;3174;420540
1000000002675;3;3;Nombre X;Marca X;Presentacion X;4;gr;3175;420695
1000000002676;4;4;Nombre Y;Marca Y;Presentacion Y;1;ml;3176;420850
1000000002677;5;5;Nombre Z;Marca Z;Presentacion Z;5;gr;3177;421005
1000000002678;6;6;Nombre A;Marca A;Presentacion A;2;ml;3178;421160
1000000002679;7;7;Nombre B;Marca B;Presentacion B;9;ml;3179;421315
1000000002680;8;8;Nombre C;Marca C;Presentacion C;1;gr;3180;421470
1000000002681;9;9;Nombre D;Marca D;Presentacion D;7;ml;3181;421625
1000000002682;1;1;Nombre E;Marca E;Presentacion E;10;ml;3182;421780
1000000002683;2;2;Nombre F;Marca F;Presentacion F;5;gr;3183;421935
1000000002684;3;3;Nombre G;Marca G;Presentacion G;1;gr;3184;422090
1000000002685;4;4;Nombre H;Marca H;Presentacion H;6;gr;3185;422245
1000000002686;5;5;Nombre I;Marca I;Presentacion I;6;ml;3186;422400
1000000002687;6;6;Nombre J;Marca J;Presentacion J;2;gr;3187;422555
1000000002688;7;7;Nombre K;Marca K;Presentacion K;10;ml;3188;422710
1000000002689;8;8;Nombre L;Marca L;Presentacion L;8;ml;3189;422865
1000000002690;9;9;Nombre M;Marca M;Presentacion M;9;gr;3190;423020
1000000002691;1;1;Nombre N;Marca N;Presentacion N;4;ml;3191;423175
1000000002692;2;2;Nombre O;Marca O;Presentacion O;2;ml;3192;423330
1000000002693;3;3;Nombre P;Marca P;Presentacion P;8;gr;3193;423485
1000000002694;4;4;Nombre Q;Marca Q;Presentacion Q;2;gr;3194;423640
1000000002695;5;5;Nombre R;Marca R;Presentacion R;8;gr;3195;423795
1000000002696;6;6;Nombre S;Marca S;Presentacion S;1;ml;3196;423950
1000000002697;7;7;Nombre T;Marca T;Presentacion T;2;gr;3197;424105
1000000002698;8;8;Nombre U;Marca U;Presentacion U;8;ml;3198;424260
1000000002699;9;9;Nombre V;Marca V;Presentacion V;2;ml;3199;424415
1000000002700;1;1;Nombre W;Marca W;Presentacion W;8;gr;3200;424570
1000000002701;2;2;Nombre X;Marca X;Presentacion X;9;ml;3201;424725
1000000002702;3;3;Nombre Y;Marca Y;Presentacion Y;6;ml;3202;424880
1000000002703;4;4;Nombre Z;Marca Z;Presentacion Z;8;gr;3203;425035
1000000002704;5;5;Nombre A;Marca A;Presentacion A;1;gr;3204;425190
1000000002705;6;6;Nombre B;Marca B;Presentacion B;7;gr;3205;425345
1000000002706;7;7;Nombre C;Marca C;Presentacion C;7;ml;3206;425500
1000000002707;8;8;Nombre D;Marca D;Presentacion D;5;gr;3207;425655
1000000002708;9;9;Nombre E;Marca E;Presentacion E;2;ml;3208;425810
1000000002709;1;1;Nombre F;Marca F;Presentacion F;7;ml;3209;425965
1000000002710;2;2;Nombre G;Marca G;Presentacion G;6;gr;3210;426120
1000000002711;3;3;Nombre H;Marca H;Presentacion H;6;ml;3211;426275
1000000002712;4;4;Nombre I;Marca I;Presentacion I;5;ml;3212;426430
1000000002713;5;5;Nombre J;Marca J;Presentacion J;5;gr;3213;426585
1000000002714;6;6;Nombre K;Marca K;Presentacion K;1;gr;3214;426740
1000000002715;7;7;Nombre L;Marca L;Presentacion L;9;gr;3215;426895
1000000002716;8;8;Nombre M;Marca M;Presentacion M;2;ml;3216;427050
1000000002717;9;9;Nombre N;Marca N;Presentacion N;5;gr;3217;427205
1000000002718;1;1;Nombre O;Marca O;Presentacion O;6;ml;3218;427360
1000000002719;2;2;Nombre P;Marca P;Presentacion P;8;ml;3219;427515
1000000002720;3;3;Nombre Q;Marca Q;Presentacion Q;5;gr;3220;427670
1000000002721;4;4;Nombre R;Marca R;Presentacion R;6;ml;3221;427825
1000000002722;5;5;Nombre S;Marca S;Presentacion S;8;ml;3222;427980
1000000002723;6;6;Nombre T;Marca T;Presentacion T;9;gr;3223;428135
1000000002724;7;7;Nombre U;Marca U;Presentacion U;9;gr;3224;428290
1000000002725;8;8;Nombre V;Marca V;Presentacion V;9;gr;3225;428445
1000000002726;9;9;Nombre W;Marca W;Presentacion W;7;ml;3226;428600
1000000002727;1;1;Nombre X;Marca X;Presentacion X;5;gr;3227;428755
1000000002728;2;2;Nombre Y;Marca Y;Presentacion Y;4;ml;3228;428910
1000000002729;3;3;Nombre Z;Marca Z;Presentacion Z;3;ml;3229;429065
1000000002730;4;4;Nombre A;Marca A;Presentacion A;3;gr;3230;429220
1000000002731;5;5;Nombre B;Marca B;Presentacion B;3;ml;3231;429375
1000000002732;6;6;Nombre C;Marca C;Presentacion C;10;ml;3232;429530
1000000002733;7;7;Nombre D;Marca D;Presentacion D;1;gr;3233;429685
1000000002734;8;8;Nombre E;Marca E;Presentacion E;3;gr;3234;429840
1000000002735;9;9;Nombre F;Marca F;Presentacion F;1;gr;3235;429995
1000000002736;1;1;Nombre G;Marca G;Presentacion G;10;ml;3236;430150
1000000002737;2;2;Nombre H;Marca H;Presentacion H;2;gr;3237;430305
1000000002738;3;3;Nombre I;Marca I;Presentacion I;3;ml;3238;430460
1000000002739;4;4;Nombre J;Marca J;Presentacion J;1;ml;3239;430615
1000000002740;5;5;Nombre K;Marca K;Presentacion K;5;gr;3240;430770
1000000002741;6;6;Nombre L;Marca L;Presentacion L;5;ml;3241;430925
1000000002742;7;7;Nombre M;Marca M;Presentacion M;10;ml;3242;431080
1000000002743;8;8;Nombre N;Marca N;Presentacion N;7;gr;3243;431235
1000000002744;9;9;Nombre O;Marca O;Presentacion O;3;gr;3244;431390
1000000002745;1;1;Nombre P;Marca P;Presentacion P;7;gr;3245;431545
1000000002746;2;2;Nombre Q;Marca Q;Presentacion Q;1;ml;3246;431700
1000000002747;3;3;Nombre R;Marca R;Presentacion R;2;gr;3247;431855
1000000002748;4;4;Nombre S;Marca S;Presentacion S;3;ml;3248;432010
1000000002749;5;5;Nombre T;Marca T;Presentacion T;5;ml;3249;432165
1000000002750;6;6;Nombre U;Marca U;Presentacion U;5;gr;3250;432320
1000000002751;7;7;Nombre V;Marca V;Presentacion V;4;ml;3251;432475
1000000002752;8;8;Nombre W;Marca W;Presentacion W;7;ml;3252;432630
1000000002753;9;9;Nombre X;Marca X;Presentacion X;9;gr;3253;432785
1000000002754;1;1;Nombre Y;Marca Y;Presentacion Y;10;gr;3254;432940
1000000002755;2;2;Nombre Z;Marca Z;Presentacion Z;1;gr;3255;433095
1000000002756;3;3;Nombre A;Marca A;Presentacion A;7;ml;3256;433250
1000000002757;4;4;Nombre B;Marca B;Presentacion B;4;gr;3257;433405
1000000002758;5;5;Nombre C;Marca C;Presentacion C;2;ml;3258;433560
1000000002759;6;6;Nombre D;Marca D;Presentacion D;2;ml;3259;433715
1000000002760;7;7;Nombre E;Marca E;Presentacion E;8;gr;3260;433870
1000000002761;8;8;Nombre F;Marca F;Presentacion F;2;ml;3261;434025
1000000002762;9;9;Nombre G;Marca G;Presentacion G;2;ml;3262;434180
1000000002763;1;1;Nombre H;Marca H;Presentacion H;10;gr;3263;434335
1000000002764;2;2;Nombre I;Marca I;Presentacion I;5;gr;3264;434490
1000000002765;3;3;Nombre J;Marca J;Presentacion J;10;gr;3265;434645
1000000002766;4;4;Nombre K;Marca K;Presentacion K;1;ml;3266;434800
1000000002767;5;5;Nombre L;Marca L;Presentacion L;2;gr;3267;434955
1000000002768;6;6;Nombre M;Marca M;Presentacion M;10;ml;3268;435110
1000000002769;7;7;Nombre N;Marca N;Presentacion N;5;ml;3269;435265
1000000002770;8;8;Nombre O;Marca O;Presentacion O;5;gr;3270;435420
1000000002771;9;9;Nombre P;Marca P;Presentacion P;3;ml;3271;435575
1000000002772;1;1;Nombre Q;Marca Q;Presentacion Q;8;ml;3272;435730
1000000002773;2;2;Nombre R;Marca R;Presentacion R;3;gr;3273;435885
1000000002774;3;3;Nombre S;Marca S;Presentacion S;4;gr;3274;436040
1000000002775;4;4;Nombre T;Marca T;Presentacion T;2;gr;3275;436195
1000000002776;5;5;Nombre U;Marca U;Presentacion U;2;ml;3276;436350
1000000002777;6;6;Nombre V;Marca V;Presentacion V;1;gr;3277;436505
1000000002778;7;7;Nombre W;Marca W;Presentacion W;7;ml;3278;436660
1000000002779;8;8;Nombre X;Marca X;Presentacion X;1;ml;3279;436815
1000000002780;9;9;Nombre Y;Marca Y;Presentacion Y;3;gr;3280;436970
1000000002781;1;1;Nombre Z;Marca Z;Presentacion Z;7;ml;3281;437125
1000000002782;2;2;Nombre A;Marca A;Presentacion A;6;ml;3282;437280
1000000002783;3;3;Nombre B;Marca B;Presentacion B;2;gr;3283;437435
1000000002784;4;4;Nombre C;Marca C;Presentacion C;4;gr;3284;437590
1000000002785;5;5;Nombre D;Marca D;Presentacion D;3;gr;3285;437745
1000000002786;6;6;Nombre E;Marca E;Presentacion E;2;ml;3286;437900
1000000002787;7;7;Nombre F;Marca F;Presentacion F;7;gr;3287;438055
1000000002788;8;8;Nombre G;Marca G;Presentacion G;8;ml;3288;438210
1000000002789;9;9;Nombre H;Marca H;Presentacion H;2;ml;3289;438365
1000000002790;1;1;Nombre I;Marca I;Presentacion I;8;gr;3290;438520
1000000002791;2;2;Nombre J;Marca J;Presentacion J;6;ml;3291;438675
1000000002792;3;3;Nombre K;Marca K;Presentacion K;7;ml;3292;438830
1000000002793;4;4;Nombre L;Marca L;Presentacion L;10;gr;3293;438985
1000000002794;5;5;Nombre M;Marca M;Presentacion M;1;gr;3294;439140
1000000002795;6;6;Nombre N;Marca N;Presentacion N;6;gr;3295;439295
1000000002796;7;7;Nombre O;Marca O;Presentacion O;1;ml;3296;439450
1000000002797;8;8;Nombre P;Marca P;Presentacion P;5;gr;3297;439605
1000000002798;9;9;Nombre Q;Marca Q;Presentacion Q;7;ml;3298;439760
1000000002799;1;1;Nombre R;Marca R;Presentacion R;3;ml;3299;439915
1000000002800;2;2;Nombre S;Marca S;Presentacion S;8;gr;3300;440070
1000000002801;3;3;Nombre T;Marca T;Presentacion T;3;ml;3301;440225
1000000002802;4;4;Nombre U;Marca U;Presentacion U;7;ml;3302;440380
1000000002803;5;5;Nombre V;Marca V;Presentacion V;3;gr;3303;440535
1000000002804;6;6;Nombre W;Marca W;Presentacion W;1;gr;3304;440690
1000000002805;7;7;Nombre X;Marca X;Presentacion X;1;gr;3305;440845
1000000002806;8;8;Nombre Y;Marca Y;Presentacion Y;10;ml;3306;441000
1000000002807;9;9;Nombre Z;Marca Z;Presentacion Z;3;gr;3307;441155
1000000002808;1;1;Nombre A;Marca A;Presentacion A;3;ml;3308;441310
1000000002809;2;2;Nombre B;Marca B;Presentacion B;3;ml;3309;441465
1000000002810;3;3;Nombre C;Marca C;Presentacion C;8;gr;3310;441620
1000000002811;4;4;Nombre D;Marca D;Presentacion D;2;ml;3311;441775
1000000002812;5;5;Nombre E;Marca E;Presentacion E;6;ml;3312;441930
1000000002813;6;6;Nombre F;Marca F;Presentacion F;9;gr;3313;442085
1000000002814;7;7;Nombre G;Marca G;Presentacion G;5;gr;3314;442240
1000000002815;8;8;Nombre H;Marca H;Presentacion H;8;gr;3315;442395
1000000002816;9;9;Nombre I;Marca I;Presentacion I;8;ml;3316;442550
1000000002817;1;1;Nombre J;Marca J;Presentacion J;6;gr;3317;442705
1000000002818;2;2;Nombre K;Marca K;Presentacion K;6;ml;3318;442860
1000000002819;3;3;Nombre L;Marca L;Presentacion L;3;ml;3319;443015
1000000002820;4;4;Nombre M;Marca M;Presentacion M;3;gr;3320;443170
1000000002821;5;5;Nombre N;Marca N;Presentacion N;9;ml;3321;443325
1000000002822;6;6;Nombre O;Marca O;Presentacion O;8;ml;3322;443480
1000000002823;7;7;Nombre P;Marca P;Presentacion P;9;gr;3323;443635
1000000002824;8;8;Nombre Q;Marca Q;Presentacion Q;6;gr;3324;443790
1000000002825;9;9;Nombre R;Marca R;Presentacion R;7;gr;3325;443945
1000000002826;1;1;Nombre S;Marca S;Presentacion S;8;ml;3326;444100
1000000002827;2;2;Nombre T;Marca T;Presentacion T;1;gr;3327;444255
1000000002828;3;3;Nombre U;Marca U;Presentacion U;4;ml;3328;444410
1000000002829;4;4;Nombre V;Marca V;Presentacion V;9;ml;3329;444565
1000000002830;5;5;Nombre W;Marca W;Presentacion W;4;gr;3330;444720
1000000002831;6;6;Nombre X;Marca X;Presentacion X;9;ml;3331;444875
1000000002832;7;7;Nombre Y;Marca Y;Presentacion Y;8;ml;3332;445030
1000000002833;8;8;Nombre Z;Marca Z;Presentacion Z;10;gr;3333;445185
1000000002834;9;9;Nombre A;Marca A;Presentacion A;3;gr;3334;445340
1000000002835;1;1;Nombre B;Marca B;Presentacion B;10;gr;3335;445495
1000000002836;2;2;Nombre C;Marca C;Presentacion C;8;ml;3336;445650
1000000002837;3;3;Nombre D;Marca D;Presentacion D;8;gr;3337;445805
1000000002838;4;4;Nombre E;Marca E;Presentacion E;5;ml;3338;445960
1000000002839;5;5;Nombre F;Marca F;Presentacion F;10;ml;3339;446115
1000000002840;6;6;Nombre G;Marca G;Presentacion G;2;gr;3340;446270
1000000002841;7;7;Nombre H;Marca H;Presentacion H;5;ml;3341;446425
1000000002842;8;8;Nombre I;Marca I;Presentacion I;7;ml;3342;446580
1000000002843;9;9;Nombre J;Marca J;Presentacion J;3;gr;3343;446735
1000000002844;1;1;Nombre K;Marca K;Presentacion K;2;gr;3344;446890
1000000002845;2;2;Nombre L;Marca L;Presentacion L;5;gr;3345;447045
1000000002846;3;3;Nombre M;Marca M;Presentacion M;2;ml;3346;447200
1000000002847;4;4;Nombre N;Marca N;Presentacion N;10;gr;3347;447355
1000000002848;5;5;Nombre O;Marca O;Presentacion O;9;ml;3348;447510
1000000002849;6;6;Nombre P;Marca P;Presentacion P;2;ml;3349;447665
1000000002850;7;7;Nombre Q;Marca Q;Presentacion Q;3;gr;3350;447820
1000000002851;8;8;Nombre R;Marca R;Presentacion R;8;ml;3351;447975
1000000002852;9;9;Nombre S;Marca S;Presentacion S;7;ml;3352;448130
1000000002853;1;1;Nombre T;Marca T;Presentacion T;5;gr;3353;448285
1000000002854;2;2;Nombre U;Marca U;Presentacion U;7;gr;3354;448440
1000000002855;3;3;Nombre V;Marca V;Presentacion V;8;gr;3355;448595
1000000002856;4;4;Nombre W;Marca W;Presentacion W;5;ml;3356;448750
1000000002857;5;5;Nombre X;Marca X;Presentacion X;4;gr;3357;448905
1000000002858;6;6;Nombre Y;Marca Y;Presentacion Y;5;ml;3358;449060
1000000002859;7;7;Nombre Z;Marca Z;Presentacion Z;5;ml;3359;449215
1000000002860;8;8;Nombre A;Marca A;Presentacion A;3;gr;3360;449370
1000000002861;9;9;Nombre B;Marca B;Presentacion B;3;ml;3361;449525
1000000002862;1;1;Nombre C;Marca C;Presentacion C;5;ml;3362;449680
1000000002863;2;2;Nombre D;Marca D;Presentacion D;7;gr;3363;449835
1000000002864;3;3;Nombre E;Marca E;Presentacion E;1;gr;3364;449990
1000000002865;4;4;Nombre F;Marca F;Presentacion F;6;gr;3365;450145
1000000002866;5;5;Nombre G;Marca G;Presentacion G;7;ml;3366;450300
1000000002867;6;6;Nombre H;Marca H;Presentacion H;10;gr;3367;450455
1000000002868;7;7;Nombre I;Marca I;Presentacion I;4;ml;3368;450610
1000000002869;8;8;Nombre J;Marca J;Presentacion J;10;ml;3369;450765
1000000002870;9;9;Nombre K;Marca K;Presentacion K;3;gr;3370;450920
1000000002871;1;1;Nombre L;Marca L;Presentacion L;1;ml;3371;451075
1000000002872;2;2;Nombre M;Marca M;Presentacion M;9;ml;3372;451230
1000000002873;3;3;Nombre N;Marca N;Presentacion N;10;gr;3373;451385
1000000002874;4;4;Nombre O;Marca O;Presentacion O;10;gr;3374;451540
1000000002875;5;5;Nombre P;Marca P;Presentacion P;9;gr;3375;451695
1000000002876;6;6;Nombre Q;Marca Q;Presentacion Q;1;ml;3376;451850
1000000002877;7;7;Nombre R;Marca R;Presentacion R;4;gr;3377;452005
1000000002878;8;8;Nombre S;Marca S;Presentacion S;6;ml;3378;452160
1000000002879;9;9;Nombre T;Marca T;Presentacion T;5;ml;3379;452315
1000000002880;1;1;Nombre U;Marca U;Presentacion U;9;gr;3380;452470
1000000002881;2;2;Nombre V;Marca V;Presentacion V;4;ml;3381;452625
1000000002882;3;3;Nombre W;Marca W;Presentacion W;10;ml;3382;452780
1000000002883;4;4;Nombre X;Marca X;Presentacion X;3;gr;3383;452935
1000000002884;5;5;Nombre Y;Marca Y;Presentacion Y;5;gr;3384;453090
1000000002885;6;6;Nombre Z;Marca Z;Presentacion Z;10;gr;3385;453245
1000000002886;7;7;Nombre A;Marca A;Presentacion A;3;ml;3386;453400
1000000002887;8;8;Nombre B;Marca B;Presentacion B;4;gr;3387;453555
1000000002888;9;9;Nombre C;Marca C;Presentacion C;8;ml;3388;453710
1000000002889;1;1;Nombre D;Marca D;Presentacion D;7;ml;3389;453865
1000000002890;2;2;Nombre E;Marca E;Presentacion E;8;gr;3390;454020
