CODIGOBARRAS;IDSUCURSAL;PRECIOUNITARIO;PRECIOUNIDADMEDIDA;NUMERORECOMPRA;NIVELREORDEN;
1000000000570;21;60700;0.643;18;91;
1000000000571;22;60710;0.642;19;92;
1000000000572;23;60720;0.641;20;93;
1000000000573;24;60730;0.640;21;94;
1000000000574;25;60740;0.639;22;95;
1000000000575;26;60750;0.638;23;96;
1000000000576;27;60760;0.637;24;97;
1000000000577;28;60770;0.636;25;98;
1000000000578;29;60780;0.635;26;99;
1000000000579;30;60790;0.634;27;100;
1000000000580;31;60800;0.634;28;101;
1000000000581;32;60810;0.633;29;102;
1000000000582;33;60820;0.632;30;103;
1000000000583;34;60830;0.631;31;104;
1000000000584;35;60840;0.630;32;105;
1000000000585;36;60850;0.629;33;106;
1000000000586;37;60860;0.628;34;50;
1000000000587;38;60870;0.627;35;51;
1000000000588;39;60880;0.626;36;52;
1000000000589;40;60890;0.625;10;53;
1000000000590;41;60900;0.624;11;54;
1000000000591;42;60910;0.624;12;55;
1000000000592;43;60920;0.623;13;56;
1000000000593;44;60930;0.622;14;57;
1000000000594;45;60940;0.621;15;58;
1000000000595;46;60950;0.620;16;59;
1000000000596;47;60960;0.619;17;60;
1000000000597;48;60970;0.618;18;61;
1000000000598;49;60980;0.617;19;62;
1000000000599;50;60990;0.617;20;63;
1000000000600;51;61000;0.616;21;64;
1000000000601;52;61010;0.615;22;65;
1000000000602;53;61020;0.614;23;66;
1000000000603;54;61030;0.613;24;67;
1000000000604;55;61040;0.612;25;68;
1000000000605;56;61050;0.611;26;69;
1000000000606;57;61060;0.611;27;70;
1000000000607;58;61070;0.610;28;71;
1000000000608;59;61080;0.609;29;72;
1000000000609;60;61090;0.608;30;73;
1000000000610;61;61100;0.607;31;74;
1000000000611;62;61110;0.606;32;75;
1000000000612;63;61120;0.606;33;76;
1000000000613;64;61130;0.605;34;77;
1000000000614;65;61140;0.604;35;78;
1000000000615;66;61150;0.603;36;79;
1000000000616;67;61160;0.602;10;80;
1000000000617;68;61170;0.601;11;81;
1000000000618;69;61180;0.601;12;82;
1000000000619;70;61190;0.600;13;83;
1000000000620;71;61200;0.599;14;84;
1000000000621;72;61210;0.598;15;85;
1000000000622;73;61220;0.597;16;86;
1000000000623;74;61230;0.597;17;87;
1000000000624;75;61240;0.596;18;88;
1000000000625;76;61250;0.595;19;89;
1000000000626;77;61260;0.594;20;90;
1000000000627;78;61270;0.593;21;91;
1000000000628;79;61280;0.593;22;92;
1000000000629;80;61290;0.592;23;93;
1000000000630;81;61300;0.591;24;94;
1000000000631;82;61310;0.590;25;95;
1000000000632;83;61320;0.589;26;96;
1000000000633;84;61330;0.589;27;97;
1000000000634;85;61340;0.588;28;98;
1000000000635;86;61350;0.587;29;99;
1000000000636;87;61360;0.586;30;100;
1000000000637;88;61370;0.586;31;101;
1000000000638;89;61380;0.585;32;102;
1000000000639;90;61390;0.584;33;103;
1000000000640;91;61400;0.583;34;104;
1000000000641;92;61410;0.582;35;105;
1000000000642;93;61420;0.582;36;106;
1000000000643;94;61430;0.581;10;50;
1000000000644;95;61440;0.580;11;51;
1000000000645;96;61450;0.579;12;52;
1000000000646;97;61460;0.579;13;53;
1000000000647;98;61470;0.578;14;54;
1000000000648;99;61480;0.577;15;55;
1000000000649;100;61490;0.576;16;56;
1000000000650;101;61500;0.576;17;57;
1000000000651;102;61510;0.575;18;58;
1000000000652;103;61520;0.574;19;59;
1000000000653;104;61530;0.574;20;60;
1000000000654;105;61540;0.573;21;61;
1000000000655;106;61550;0.572;22;62;
1000000000656;107;61560;0.571;23;63;
1000000000657;108;61570;0.571;24;64;
1000000000658;109;61580;0.570;25;65;
1000000000659;110;61590;0.569;26;66;
1000000000660;111;61600;0.568;27;67;
1000000000661;112;61610;0.568;28;68;
1000000000662;113;61620;0.567;29;69;
1000000000663;114;61630;0.566;30;70;
1000000000664;115;61640;0.566;31;71;
1000000000665;116;61650;0.565;32;72;
1000000000666;117;61660;0.564;33;73;
1000000000667;118;61670;0.563;34;74;
1000000000668;119;61680;0.563;35;75;
1000000000669;120;61690;0.562;36;76;
1000000000670;121;61700;0.561;10;77;
1000000000671;122;61710;0.561;11;78;
1000000000672;123;61720;0.560;12;79;
1000000000673;124;61730;0.559;13;80;
1000000000674;125;61740;0.559;14;81;
1000000000675;126;61750;0.558;15;82;
1000000000676;127;61760;0.557;16;83;
1000000000677;128;61770;0.556;17;84;
1000000000678;129;61780;0.556;18;85;
1000000000679;130;61790;0.555;19;86;
1000000000680;131;61800;0.554;20;87;
1000000000681;132;61810;0.554;21;88;
1000000000682;133;61820;0.553;22;89;
1000000000683;134;61830;0.552;23;90;
1000000000684;135;61840;0.552;24;91;
1000000000685;136;61850;0.551;25;92;
1000000000686;137;61860;0.550;26;93;
1000000000687;138;61870;0.550;27;94;
1000000000688;139;61880;0.549;28;95;
1000000000689;140;61890;0.548;29;96;
1000000000690;141;61900;0.548;30;97;
1000000000691;142;61910;0.547;31;98;
1000000000692;143;61920;0.546;32;99;
1000000000693;144;61930;0.546;33;100;
1000000000694;145;61940;0.545;34;101;
1000000000695;146;61950;0.544;35;102;
1000000000696;147;61960;0.544;36;103;
1000000000697;148;61970;0.543;10;104;
1000000000698;149;61980;0.542;11;105;
1000000000699;150;61990;0.542;12;106;
1000000000700;1;62000;0.541;13;50;
1000000000701;2;62010;0.541;14;51;
1000000000702;3;62020;0.540;15;52;
1000000000703;4;62030;0.539;16;53;
1000000000704;5;62040;0.539;17;54;
1000000000705;6;62050;0.538;18;55;
1000000000706;7;62060;0.537;19;56;
1000000000707;8;62070;0.537;20;57;
1000000000708;9;62080;0.536;21;58;
1000000000709;10;62090;0.535;22;59;
1000000000710;11;62100;0.535;23;60;
1000000000711;12;62110;0.534;24;61;
1000000000712;13;62120;0.534;25;62;
1000000000713;14;62130;0.533;26;63;
1000000000714;15;62140;0.532;27;64;
1000000000715;16;62150;0.532;28;65;
1000000000716;17;62160;0.531;29;66;
1000000000717;18;62170;0.530;30;67;
1000000000718;19;62180;0.530;31;68;
1000000000719;20;62190;0.529;32;69;
1000000000720;21;62200;0.529;33;70;
1000000000721;22;62210;0.528;34;71;
1000000000722;23;62220;0.527;35;72;
1000000000723;24;62230;0.527;36;73;
1000000000724;25;62240;0.526;10;74;
1000000000725;26;62250;0.526;11;75;
1000000000726;27;62260;0.525;12;76;
1000000000727;28;62270;0.524;13;77;
1000000000728;29;62280;0.524;14;78;
1000000000729;30;62290;0.523;15;79;
1000000000730;31;62300;0.523;16;80;
1000000000731;32;62310;0.522;17;81;
1000000000732;33;62320;0.521;18;82;
1000000000733;34;62330;0.521;19;83;
1000000000734;35;62340;0.520;20;84;
1000000000735;36;62350;0.520;21;85;
1000000000736;37;62360;0.519;22;86;
1000000000737;38;62370;0.518;23;87;
1000000000738;39;62380;0.518;24;88;
1000000000739;40;62390;0.517;25;89;
1000000000740;41;62400;0.517;26;90;
1000000000741;42;62410;0.516;27;91;
1000000000742;43;62420;0.516;28;92;
1000000000743;44;62430;0.515;29;93;
1000000000744;45;62440;0.514;30;94;
1000000000745;46;62450;0.514;31;95;
1000000000746;47;62460;0.513;32;96;
1000000000747;48;62470;0.513;33;97;
1000000000748;49;62480;0.512;34;98;
1000000000749;50;62490;0.512;35;99;
1000000000750;51;62500;0.511;36;100;
1000000000751;52;62510;0.510;10;101;
1000000000752;53;62520;0.510;11;102;
1000000000753;54;62530;0.509;12;103;
1000000000754;55;62540;0.509;13;104;
1000000000755;56;62550;0.508;14;105;
1000000000756;57;62560;0.508;15;106;
1000000000757;58;62570;0.507;16;50;
1000000000758;59;62580;0.506;17;51;
1000000000759;60;62590;0.506;18;52;
1000000000760;61;62600;0.505;19;53;
1000000000761;62;62610;0.505;20;54;
1000000000762;63;62620;0.504;21;55;
1000000000763;64;62630;0.504;22;56;
1000000000764;65;62640;0.503;23;57;
1000000000765;66;62650;0.503;24;58;
1000000000766;67;62660;0.502;25;59;
1000000000767;68;62670;0.502;26;60;
1000000000768;69;62680;0.501;27;61;
1000000000769;70;62690;0.500;28;62;
1000000000770;71;62700;0.500;29;63;
1000000000771;72;62710;0.499;30;64;
1000000000772;73;62720;0.499;31;65;
1000000000773;74;62730;0.498;32;66;
1000000000774;75;62740;0.498;33;67;
1000000000775;76;62750;0.497;34;68;
1000000000776;77;62760;0.497;35;69;
1000000000777;78;62770;0.496;36;70;
1000000000778;79;62780;0.496;10;71;
1000000000779;80;62790;0.495;11;72;
1000000000780;81;62800;0.495;12;73;
1000000000781;82;62810;0.494;13;74;
1000000000782;83;62820;0.494;14;75;
1000000000783;84;62830;0.493;15;76;
1000000000784;85;62840;0.493;16;77;
1000000000785;86;62850;0.492;17;78;
1000000000786;87;62860;0.491;18;79;
1000000000787;88;62870;0.491;19;80;
1000000000788;89;62880;0.490;20;81;
1000000000789;90;62890;0.490;21;82;
1000000000790;91;62900;0.489;22;83;
1000000000791;92;62910;0.489;23;84;
1000000000792;93;62920;0.488;24;85;
1000000000793;94;62930;0.488;25;86;
1000000000794;95;62940;0.487;26;87;
1000000000795;96;62950;0.487;27;88;
1000000000796;97;62960;0.486;28;89;
1000000000797;98;62970;0.486;29;90;
1000000000798;99;62980;0.485;30;91;
1000000000799;100;62990;0.485;31;92;
1000000000800;101;63000;0.484;32;93;
1000000000801;102;63010;0.484;33;94;
1000000000802;103;63020;0.483;34;95;
1000000000803;104;63030;0.483;35;96;
1000000000804;105;63040;0.482;36;97;
1000000000805;106;63050;0.482;10;98;
1000000000806;107;63060;0.481;11;99;
1000000000807;108;63070;0.481;12;100;
1000000000808;109;63080;0.480;13;101;
1000000000809;110;63090;0.480;14;102;
1000000000810;111;63100;0.479;15;103;
1000000000811;112;63110;0.479;16;104;
1000000000812;113;63120;0.478;17;105;
1000000000813;114;63130;0.478;18;106;
1000000000814;115;63140;0.477;19;50;
1000000000815;116;63150;0.477;20;51;
1000000000816;117;63160;0.476;21;52;
1000000000817;118;63170;0.476;22;53;
1000000000818;119;63180;0.476;23;54;
1000000000819;120;63190;0.475;24;55;
1000000000820;121;63200;0.475;25;56;
1000000000821;122;63210;0.474;26;57;
1000000000822;123;63220;0.474;27;58;
1000000000823;124;63230;0.473;28;59;
1000000000824;125;63240;0.473;29;60;
1000000000825;126;63250;0.472;30;61;
1000000000826;127;63260;0.472;31;62;
1000000000827;128;63270;0.471;32;63;
1000000000828;129;63280;0.471;33;64;
1000000000829;130;63290;0.470;34;65;
1000000000830;131;63300;0.470;35;66;
1000000000831;132;63310;0.469;36;67;
1000000000832;133;63320;0.469;10;68;
1000000000833;134;63330;0.468;11;69;
1000000000834;135;63340;0.468;12;70;
1000000000835;136;63350;0.468;13;71;
1000000000836;137;63360;0.467;14;72;
1000000000837;138;63370;0.467;15;73;
1000000000838;139;63380;0.466;16;74;
1000000000839;140;63390;0.466;17;75;
1000000000840;141;63400;0.465;18;76;
1000000000841;142;63410;0.465;19;77;
1000000000842;143;63420;0.464;20;78;
1000000000843;144;63430;0.464;21;79;
1000000000844;145;63440;0.463;22;80;
1000000000845;146;63450;0.463;23;81;
1000000000846;147;63460;0.463;24;82;
1000000000847;148;63470;0.462;25;83;
1000000000848;149;63480;0.462;26;84;
1000000000849;150;63490;0.461;27;85;
1000000000850;1;63500;0.461;28;86;
1000000000851;2;63510;0.460;29;87;
1000000000852;3;63520;0.460;30;88;
1000000000853;4;63530;0.459;31;89;
1000000000854;5;63540;0.459;32;90;
1000000000855;6;63550;0.459;33;91;
1000000000856;7;63560;0.458;34;92;
1000000000857;8;63570;0.458;35;93;
1000000000858;9;63580;0.457;36;94;
1000000000859;10;63590;0.457;10;95;
1000000000860;11;63600;0.456;11;96;
1000000000861;12;63610;0.456;12;97;
1000000000862;13;63620;0.455;13;98;
1000000000863;14;63630;0.455;14;99;
1000000000864;15;63640;0.455;15;100;
1000000000865;16;63650;0.454;16;101;
1000000000866;17;63660;0.454;17;102;
1000000000867;18;63670;0.453;18;103;
1000000000868;19;63680;0.453;19;104;
1000000000869;20;63690;0.452;20;105;
1000000000870;21;63700;0.452;21;106;
1000000000871;22;63710;0.452;22;50;
1000000000872;23;63720;0.451;23;51;
1000000000873;24;63730;0.451;24;52;
1000000000874;25;63740;0.450;25;53;
1000000000875;26;63750;0.450;26;54;
1000000000876;27;63760;0.449;27;55;
1000000000877;28;63770;0.449;28;56;
1000000000878;29;63780;0.449;29;57;
1000000000879;30;63790;0.448;30;58;
1000000000880;31;63800;0.448;31;59;
1000000000881;32;63810;0.447;32;60;
1000000000882;33;63820;0.447;33;61;
1000000000883;34;63830;0.447;34;62;
1000000000884;35;63840;0.446;35;63;
1000000000885;36;63850;0.446;36;64;
1000000000886;37;63860;0.445;10;65;
1000000000887;38;63870;0.445;11;66;
1000000000888;39;63880;0.445;12;67;
1000000000889;40;63890;0.444;13;68;
1000000000890;41;63900;0.444;14;69;
1000000000891;42;63910;0.443;15;70;
1000000000892;43;63920;0.443;16;71;
1000000000893;44;63930;0.442;17;72;
1000000000894;45;63940;0.442;18;73;
1000000000895;46;63950;0.442;19;74;
1000000000896;47;63960;0.441;20;75;
1000000000897;48;63970;0.441;21;76;
1000000000898;49;63980;0.440;22;77;
1000000000899;50;63990;0.440;23;78;
1000000000900;51;64000;0.440;24;79;
1000000000901;52;64010;0.439;25;80;
1000000000902;53;64020;0.439;26;81;
1000000000903;54;64030;0.438;27;82;
1000000000904;55;64040;0.438;28;83;
1000000000905;56;64050;0.438;29;84;
1000000000906;57;64060;0.437;30;85;
1000000000907;58;64070;0.437;31;86;
1000000000908;59;64080;0.436;32;87;
1000000000909;60;64090;0.436;33;88;
1000000000910;61;64100;0.436;34;89;
1000000000911;62;64110;0.435;35;90;
1000000000912;63;64120;0.435;36;91;
1000000000913;64;64130;0.435;10;92;
1000000000914;65;64140;0.434;11;93;
1000000000915;66;64150;0.434;12;94;
1000000000916;67;64160;0.433;13;95;
1000000000917;68;64170;0.433;14;96;
1000000000918;69;64180;0.433;15;97;
1000000000919;70;64190;0.432;16;98;
1000000000920;71;64200;0.432;17;99;
1000000000921;72;64210;0.431;18;100;
1000000000922;73;64220;0.431;19;101;
1000000000923;74;64230;0.431;20;102;
1000000000924;75;64240;0.430;21;103;
1000000000925;76;64250;0.430;22;104;
1000000000926;77;64260;0.430;23;105;
1000000000927;78;64270;0.429;24;106;
1000000000928;79;64280;0.429;25;50;
1000000000929;80;64290;0.428;26;51;
1000000000930;81;64300;0.428;27;52;
1000000000931;82;64310;0.428;28;53;
1000000000932;83;64320;0.427;29;54;
1000000000933;84;64330;0.427;30;55;
1000000000934;85;64340;0.427;31;56;
1000000000935;86;64350;0.426;32;57;
1000000000936;87;64360;0.426;33;58;
1000000000937;88;64370;0.425;34;59;
1000000000938;89;64380;0.425;35;60;
1000000000939;90;64390;0.425;36;61;
1000000000940;91;64400;0.424;10;62;
1000000000941;92;64410;0.424;11;63;
1000000000942;93;64420;0.424;12;64;
1000000000943;94;64430;0.423;13;65;
1000000000944;95;64440;0.423;14;66;
1000000000945;96;64450;0.422;15;67;
1000000000946;97;64460;0.422;16;68;
1000000000947;98;64470;0.422;17;69;
1000000000948;99;64480;0.421;18;70;
1000000000949;100;64490;0.421;19;71;
1000000000950;101;64500;0.421;20;72;
1000000000951;102;64510;0.420;21;73;
1000000000952;103;64520;0.420;22;74;
1000000000953;104;64530;0.420;23;75;
1000000000954;105;64540;0.419;24;76;
1000000000955;106;64550;0.419;25;77;
1000000000956;107;64560;0.419;26;78;
1000000000957;108;64570;0.418;27;79;
1000000000958;109;64580;0.418;28;80;
1000000000959;110;64590;0.417;29;81;
1000000000960;111;64600;0.417;30;82;
1000000000961;112;64610;0.417;31;83;
1000000000962;113;64620;0.416;32;84;
1000000000963;114;64630;0.416;33;85;
1000000000964;115;64640;0.416;34;86;
1000000000965;116;64650;0.415;35;87;
1000000000966;117;64660;0.415;36;88;
1000000000967;118;64670;0.415;10;89;
1000000000968;119;64680;0.414;11;90;
1000000000969;120;64690;0.414;12;91;
1000000000970;121;64700;0.414;13;92;
1000000000971;122;64710;0.413;14;93;
1000000000972;123;64720;0.413;15;94;
1000000000973;124;64730;0.413;16;95;
1000000000974;125;64740;0.412;17;96;
1000000000975;126;64750;0.412;18;97;
1000000000976;127;64760;0.412;19;98;
1000000000977;128;64770;0.411;20;99;
1000000000978;129;64780;0.411;21;100;
1000000000979;130;64790;0.411;22;101;
1000000000980;131;64800;0.410;23;102;
1000000000981;132;64810;0.410;24;103;
1000000000982;133;64820;0.410;25;104;
1000000000983;134;64830;0.409;26;105;
1000000000984;135;64840;0.409;27;106;
1000000000985;136;64850;0.409;28;50;
1000000000986;137;64860;0.408;29;51;
1000000000987;138;64870;0.408;30;52;
1000000000988;139;64880;0.408;31;53;
1000000000989;140;64890;0.407;32;54;
1000000000990;141;64900;0.407;33;55;
1000000000991;142;64910;0.407;34;56;
1000000000992;143;64920;0.406;35;57;
1000000000993;144;64930;0.406;36;58;
1000000000994;145;64940;0.406;10;59;
1000000000995;146;64950;0.405;11;60;
1000000000996;147;64960;0.405;12;61;
1000000000997;148;64970;0.405;13;62;
1000000000998;149;64980;0.404;14;63;
1000000000999;150;64990;0.404;15;64;
1000000001000;1;65000;0.404;16;65;
1000000001001;2;65010;0.403;17;66;
1000000001002;3;65020;0.403;18;67;
1000000001003;4;65030;0.403;19;68;
1000000001004;5;65040;0.402;20;69;
1000000001005;6;65050;0.402;21;70;
1000000001006;7;65060;0.402;22;71;
1000000001007;8;65070;0.401;23;72;
1000000001008;9;65080;0.401;24;73;
1000000001009;10;65090;0.401;25;74;
1000000001010;11;65100;0.400;26;75;
1000000001011;12;65110;0.400;27;76;
1000000001012;13;65120;0.400;28;77;
1000000001013;14;65130;0.399;29;78;
1000000001014;15;65140;0.399;30;79;
1000000001015;16;65150;0.399;31;80;
1000000001016;17;65160;0.398;32;81;
1000000001017;18;65170;0.398;33;82;
1000000001018;19;65180;0.398;34;83;
1000000001019;20;65190;0.397;35;84;
1000000001020;21;65200;0.397;36;85;
1000000001021;22;65210;0.397;10;86;
1000000001022;23;65220;0.397;11;87;
1000000001023;24;65230;0.396;12;88;
1000000001024;25;65240;0.396;13;89;
1000000001025;26;65250;0.396;14;90;
1000000001026;27;65260;0.395;15;91;
1000000001027;28;65270;0.395;16;92;
1000000001028;29;65280;0.395;17;93;
1000000001029;30;65290;0.394;18;94;
1000000001030;31;65300;0.394;19;95;
1000000001031;32;65310;0.394;20;96;
1000000001032;33;65320;0.393;21;97;
1000000001033;34;65330;0.393;22;98;
1000000001034;35;65340;0.393;23;99;
1000000001035;36;65350;0.393;24;100;
1000000001036;37;65360;0.392;25;101;
1000000001037;38;65370;0.392;26;102;
1000000001038;39;65380;0.392;27;103;
1000000001039;40;65390;0.391;28;104;
1000000001040;41;65400;0.391;29;105;
1000000001041;42;65410;0.391;30;106;
1000000001042;43;65420;0.390;31;50;
1000000001043;44;65430;0.390;32;51;
1000000001044;45;65440;0.390;33;52;
1000000001045;46;65450;0.389;34;53;
1000000001046;47;65460;0.389;35;54;
1000000001047;48;65470;0.389;36;55;
1000000001048;49;65480;0.389;10;56;
1000000001049;50;65490;0.388;11;57;
1000000001050;51;65500;0.388;12;58;
1000000001051;52;65510;0.388;13;59;
1000000001052;53;65520;0.387;14;60;
1000000001053;54;65530;0.387;15;61;
1000000001054;55;65540;0.387;16;62;
1000000001055;56;65550;0.387;17;63;
1000000001056;57;65560;0.386;18;64;
1000000001057;58;65570;0.386;19;65;
1000000001058;59;65580;0.386;20;66;
1000000001059;60;65590;0.385;21;67;
1000000001060;61;65600;0.385;22;68;
1000000001061;62;65610;0.385;23;69;
1000000001062;63;65620;0.384;24;70;
1000000001063;64;65630;0.384;25;71;
1000000001064;65;65640;0.384;26;72;
1000000001065;66;65650;0.384;27;73;
1000000001066;67;65660;0.383;28;74;
1000000001067;68;65670;0.383;29;75;
1000000001068;69;65680;0.383;30;76;
1000000001069;70;65690;0.382;31;77;
1000000001070;71;65700;0.382;32;78;
1000000001071;72;65710;0.382;33;79;
1000000001072;73;65720;0.382;34;80;
1000000001073;74;65730;0.381;35;81;
1000000001074;75;65740;0.381;36;82;
1000000001075;76;65750;0.381;10;83;
1000000001076;77;65760;0.380;11;84;
1000000001077;78;65770;0.380;12;85;
1000000001078;79;65780;0.380;13;86;
1000000001079;80;65790;0.380;14;87;
1000000001080;81;65800;0.379;15;88;
1000000001081;82;65810;0.379;16;89;
1000000001082;83;65820;0.379;17;90;
1000000001083;84;65830;0.378;18;91;
1000000001084;85;65840;0.378;19;92;
1000000001085;86;65850;0.378;20;93;
1000000001086;87;65860;0.378;21;94;
1000000001087;88;65870;0.377;22;95;
1000000001088;89;65880;0.377;23;96;
1000000001089;90;65890;0.377;24;97;
1000000001090;91;65900;0.377;25;98;
1000000001091;92;65910;0.376;26;99;
1000000001092;93;65920;0.376;27;100;
1000000001093;94;65930;0.376;28;101;
1000000001094;95;65940;0.375;29;102;
1000000001095;96;65950;0.375;30;103;
1000000001096;97;65960;0.375;31;104;
1000000001097;98;65970;0.375;32;105;
1000000001098;99;65980;0.374;33;106;
1000000001099;100;65990;0.374;34;50;
1000000001100;101;66000;0.374;35;51;
1000000001101;102;66010;0.374;36;52;
1000000001102;103;66020;0.373;10;53;
1000000001103;104;66030;0.373;11;54;
1000000001104;105;66040;0.373;12;55;
1000000001105;106;66050;0.372;13;56;
1000000001106;107;66060;0.372;14;57;
1000000001107;108;66070;0.372;15;58;
1000000001108;109;66080;0.372;16;59;
1000000001109;110;66090;0.371;17;60;
1000000001110;111;66100;0.371;18;61;
1000000001111;112;66110;0.371;19;62;
1000000001112;113;66120;0.371;20;63;
1000000001113;114;66130;0.370;21;64;
1000000001114;115;66140;0.370;22;65;
1000000001115;116;66150;0.370;23;66;
1000000001116;117;66160;0.370;24;67;
1000000001117;118;66170;0.369;25;68;
1000000001118;119;66180;0.369;26;69;
1000000001119;120;66190;0.369;27;70;
1000000001120;121;66200;0.368;28;71;
1000000001121;122;66210;0.368;29;72;
1000000001122;123;66220;0.368;30;73;
1000000001123;124;66230;0.368;31;74;
1000000001124;125;66240;0.367;32;75;
1000000001125;126;66250;0.367;33;76;
1000000001126;127;66260;0.367;34;77;
1000000001127;128;66270;0.367;35;78;
1000000001128;129;66280;0.366;36;79;
1000000001129;130;66290;0.366;10;80;
1000000001130;131;66300;0.366;11;81;
1000000001131;132;66310;0.366;12;82;
1000000001132;133;66320;0.365;13;83;
1000000001133;134;66330;0.365;14;84;
1000000001134;135;66340;0.365;15;85;
1000000001135;136;66350;0.365;16;86;
1000000001136;137;66360;0.364;17;87;
1000000001137;138;66370;0.364;18;88;
1000000001138;139;66380;0.364;19;89;
1000000001139;140;66390;0.364;20;90;
1000000001140;141;66400;0.363;21;91;
1000000001141;142;66410;0.363;22;92;
1000000001142;143;66420;0.363;23;93;
1000000001143;144;66430;0.363;24;94;
1000000001144;145;66440;0.362;25;95;
1000000001145;146;66450;0.362;26;96;
1000000001146;147;66460;0.362;27;97;
1000000001147;148;66470;0.362;28;98;
1000000001148;149;66480;0.361;29;99;
1000000001149;150;66490;0.361;30;100;
1000000001150;1;66500;0.361;31;101;
1000000001151;2;66510;0.361;32;102;
1000000001152;3;66520;0.360;33;103;
1000000001153;4;66530;0.360;34;104;
1000000001154;5;66540;0.360;35;105;
1000000001155;6;66550;0.360;36;106;
1000000001156;7;66560;0.359;10;50;
1000000001157;8;66570;0.359;11;51;
1000000001158;9;66580;0.359;12;52;
1000000001159;10;66590;0.359;13;53;
1000000001160;11;66600;0.358;14;54;
1000000001161;12;66610;0.358;15;55;
1000000001162;13;66620;0.358;16;56;
1000000001163;14;66630;0.358;17;57;
1000000001164;15;66640;0.357;18;58;
1000000001165;16;66650;0.357;19;59;
1000000001166;17;66660;0.357;20;60;
1000000001167;18;66670;0.357;21;61;
1000000001168;19;66680;0.356;22;62;
1000000001169;20;66690;0.356;23;63;
1000000001170;21;66700;0.356;24;64;
1000000001171;22;66710;0.356;25;65;
1000000001172;23;66720;0.355;26;66;
1000000001173;24;66730;0.355;27;67;
1000000001174;25;66740;0.355;28;68;
1000000001175;26;66750;0.355;29;69;
1000000001176;27;66760;0.354;30;70;
1000000001177;28;66770;0.354;31;71;
1000000001178;29;66780;0.354;32;72;
1000000001179;30;66790;0.354;33;73;
1000000001180;31;66800;0.353;34;74;
1000000001181;32;66810;0.353;35;75;
1000000001182;33;66820;0.353;36;76;
1000000001183;34;66830;0.353;10;77;
1000000001184;35;66840;0.353;11;78;
1000000001185;36;66850;0.352;12;79;
1000000001186;37;66860;0.352;13;80;
1000000001187;38;66870;0.352;14;81;
1000000001188;39;66880;0.352;15;82;
1000000001189;40;66890;0.351;16;83;
1000000001190;41;66900;0.351;17;84;
1000000001191;42;66910;0.351;18;85;
1000000001192;43;66920;0.351;19;86;
1000000001193;44;66930;0.350;20;87;
1000000001194;45;66940;0.350;21;88;
1000000001195;46;66950;0.350;22;89;
1000000001196;47;66960;0.350;23;90;
1000000001197;48;66970;0.350;24;91;
1000000001198;49;66980;0.349;25;92;
1000000001199;50;66990;0.349;26;93;
1000000001200;51;67000;0.349;27;94;
1000000001201;52;67010;0.349;28;95;
1000000001202;53;67020;0.348;29;96;
1000000001203;54;67030;0.348;30;97;
1000000001204;55;67040;0.348;31;98;
1000000001205;56;67050;0.348;32;99;
1000000001206;57;67060;0.347;33;100;
1000000001207;58;67070;0.347;34;101;
1000000001208;59;67080;0.347;35;102;
1000000001209;60;67090;0.347;36;103;
1000000001210;61;67100;0.347;10;104;
1000000001211;62;67110;0.346;11;105;
1000000001212;63;67120;0.346;12;106;
1000000001213;64;67130;0.346;13;50;
1000000001214;65;67140;0.346;14;51;
1000000001215;66;67150;0.345;15;52;
1000000001216;67;67160;0.345;16;53;
1000000001217;68;67170;0.345;17;54;
1000000001218;69;67180;0.345;18;55;
1000000001219;70;67190;0.345;19;56;
1000000001220;71;67200;0.344;20;57;
1000000001221;72;67210;0.344;21;58;
1000000001222;73;67220;0.344;22;59;
1000000001223;74;67230;0.344;23;60;
1000000001224;75;67240;0.343;24;61;
1000000001225;76;67250;0.343;25;62;
1000000001226;77;67260;0.343;26;63;
1000000001227;78;67270;0.343;27;64;
1000000001228;79;67280;0.343;28;65;
1000000001229;80;67290;0.342;29;66;
1000000001230;81;67300;0.342;30;67;
1000000001231;82;67310;0.342;31;68;
1000000001232;83;67320;0.342;32;69;
1000000001233;84;67330;0.341;33;70;
1000000001234;85;67340;0.341;34;71;
1000000001235;86;67350;0.341;35;72;
1000000001236;87;67360;0.341;36;73;
1000000001237;88;67370;0.341;10;74;
1000000001238;89;67380;0.340;11;75;
1000000001239;90;67390;0.340;12;76;
1000000001240;91;67400;0.340;13;77;
1000000001241;92;67410;0.340;14;78;
1000000001242;93;67420;0.340;15;79;
1000000001243;94;67430;0.339;16;80;
1000000001244;95;67440;0.339;17;81;
1000000001245;96;67450;0.339;18;82;
1000000001246;97;67460;0.339;19;83;
1000000001247;98;67470;0.338;20;84;
1000000001248;99;67480;0.338;21;85;
1000000001249;100;67490;0.338;22;86;
1000000001250;101;67500;0.338;23;87;
1000000001251;102;67510;0.338;24;88;
1000000001252;103;67520;0.337;25;89;
1000000001253;104;67530;0.337;26;90;
1000000001254;105;67540;0.337;27;91;
1000000001255;106;67550;0.337;28;92;
1000000001256;107;67560;0.337;29;93;
1000000001257;108;67570;0.336;30;94;
1000000001258;109;67580;0.336;31;95;
1000000001259;110;67590;0.336;32;96;
1000000001260;111;67600;0.336;33;97;
1000000001261;112;67610;0.335;34;98;
1000000001262;113;67620;0.335;35;99;
1000000001263;114;67630;0.335;36;100;
1000000001264;115;67640;0.335;10;101;
1000000001265;116;67650;0.335;11;102;
