IDSUCURSAL;CODIGOBARRASPRODUCTO;IDCATEGORIAPROD;IDTIPOPROD;CAPAVOL;CAPAPESO;CANTIDAD;TIPOALMA;NIVELREAVAST;;;Aleatorio;"""(ENTERO(ALEATORIO()*200)+100)"""
30;1000000004559;6;6;1902184;267980840;30;2;15;;;376;
31;1000000004560;7;7;819720;115484940;155;1;32;;;162;
31;1000000004561;8;8;1629642;229594050;178;2;64;;;322;
32;1000000004562;9;9;1341430;188992700;223;1;39;;;265;
32;1000000004563;1;1;1073356;151227020;29;2;31;;;212;
33;1000000004564;2;2;557040;78483900;37;1;14;;;110;
33;1000000004565;3;3;2172885;306153705;308;2;42;;;429;
34;1000000004566;4;4;1600856;225560800;83;1;47;;;316;
34;1000000004567;5;5;1373157;193481805;239;2;10;;;271;
35;1000000004568;6;6;2412368;339916360;285;1;19;;;476;
35;1000000004569;7;7;1115180;157138300;195;2;30;;;220;
36;1000000004570;8;8;1586910;223613460;86;1;9;;;313;
36;1000000004571;9;9;2413796;340137700;223;2;14;;;476;
37;1000000004572;1;1;2206320;310907550;42;1;13;;;435;
37;1000000004573;2;2;1836426;258788370;121;2;21;;;362;
38;1000000004574;3;3;1167020;164459200;145;1;32;;;230;
38;1000000004575;4;4;1563100;220280060;264;2;30;;;308;
39;1000000004576;5;5;812160;114456000;11;1;16;;;160;
39;1000000004577;6;6;1716026;241840690;13;2;23;;;338;
40;1000000004578;7;7;1828080;257637600;112;1;54;;;360;
40;1000000004579;8;8;1701465;239798025;293;2;13;;;335;
41;1000000004580;9;9;1173480;165389070;190;1;2;;;231;
41;1000000004581;1;1;980633;138212125;17;2;5;;;193;
42;1000000004582;2;2;1356894;191246760;78;1;32;;;267;
42;1000000004583;3;3;1855295;261498775;28;2;69;;;365;
43;1000000004584;4;4;838860;118237350;42;1;29;;;165;
43;1000000004585;5;5;701730;98910810;20;2;6;;;138;
44;1000000004586;6;6;600148;84594200;13;1;15;;;118;
44;1000000004587;7;7;2029713;286104945;351;2;55;;;399;
45;1000000004588;8;8;1434816;202253220;278;1;36;;;282;
45;1000000004589;9;9;1867663;263272955;139;2;62;;;367;
46;1000000004590;1;1;702420;99017760;32;1;5;;;138;
46;1000000004591;2;2;1471299;207408075;59;2;5;;;289;
47;1000000004592;3;3;1497048;211042020;136;1;23;;;294;
47;1000000004593;4;4;1456598;205343710;105;2;22;;;286;
48;1000000004594;5;5;2541906;358351860;369;1;39;;;499;
48;1000000004595;6;6;2338605;329697405;438;2;13;;;459;
49;1000000004596;7;7;1375920;193981500;90;1;40;;;270;
49;1000000004597;8;8;2008218;283130370;373;2;78;;;394;
50;1000000004598;9;9;2192140;309066800;226;1;47;;;430;
50;1000000004599;1;1;877028;123653380;142;2;29;;;172;
51;1000000004600;2;2;1356600;191272620;82;1;13;;;266;
51;1000000004601;3;3;1066109;150318025;121;2;31;;;209;
52;1000000004602;4;4;2494878;351776820;59;1;44;;;489;
52;1000000004603;5;5;2372895;334583775;318;2;51;;;465;
53;1000000004604;6;6;1204544;169846840;230;1;21;;;236;
53;1000000004605;7;7;1919480;270661720;69;2;48;;;376;
54;1000000004606;8;8;1199910;169200000;37;1;14;;;235;
54;1000000004607;9;9;1373783;193721695;142;2;13;;;269;
55;1000000004608;1;1;638500;90038750;53;1;7;;;125;
55;1000000004609;2;2;546663;77089755;98;2;3;;;107;
56;1000000004610;3;3;2171750;306263500;234;1;55;;;425;
56;1000000004611;4;4;1318638;185959950;135;2;20;;;258;
57;1000000004612;5;5;2213496;312162690;103;1;12;;;433;
57;1000000004613;6;6;746498;105278410;13;2;14;;;146;
58;1000000004614;7;7;2229704;314460640;160;1;26;;;436;
58;1000000004615;8;8;695640;98109720;125;2;21;;;136;
59;1000000004616;9;9;2317548;326862150;189;1;49;;;453;
59;1000000004617;1;1;1970045;277856425;123;2;53;;;385;
60;1000000004618;2;2;911004;128491080;28;1;8;;;178;
60;1000000004619;3;3;1397487;197110095;15;2;54;;;273;
61;1000000004620;4;4;855040;120602390;41;1;10;;;167;
61;1000000004621;5;5;2473443;348882975;65;2;43;;;483;
62;1000000004622;6;6;599274;84530160;40;1;15;;;117;
62;1000000004623;7;7;2551254;359872230;428;2;9;;;498;
63;1000000004624;8;8;568764;80229690;104;1;2;;;111;
63;1000000004625;9;9;1076250;151818450;93;2;12;;;210;
64;1000000004626;1;1;512600;72310000;95;1;14;;;100;
64;1000000004627;2;2;2368674;334143810;110;2;50;;;462;
65;1000000004628;3;3;1364048;192427060;259;1;53;;;266;
65;1000000004629;4;4;825769;116493965;119;2;14;;;161;
66;1000000004630;5;5;2205900;311199600;378;1;68;;;430;
66;1000000004631;6;6;2550107;359765875;214;2;4;;;497;
67;1000000004632;7;7;672292;94847930;10;1;19;;;131;
67;1000000004633;8;8;687822;97040790;52;2;18;;;134;
68;1000000004634;9;9;1381046;194847460;244;1;51;;;269;
68;1000000004635;1;1;518635;73173995;83;2;5;;;101;
69;1000000004636;2;2;821760;115944000;51;1;12;;;160;
69;1000000004637;3;3;636988;89875820;11;2;2;;;124;
70;1000000004638;4;4;2533034;357405280;155;1;19;;;493;
70;1000000004639;5;5;2554083;360382155;383;2;39;;;497;
71;1000000004640;6;6;1439200;203075600;155;1;33;;;280;
71;1000000004641;7;7;755727;106637475;98;2;27;;;147;
72;1000000004642;8;8;1182660;166883400;102;1;6;;;230;
72;1000000004643;9;9;1218891;171999195;77;2;35;;;237;
73;1000000004644;1;1;843616;119045960;163;1;8;;;164;
73;1000000004645;2;2;2490180;351405780;145;2;58;;;484;
74;1000000004646;3;3;1415150;199705000;213;1;49;;;275;
74;1000000004647;4;4;2480854;350103110;474;2;9;;;482;
75;1000000004648;5;5;653796;92266770;61;1;10;;;127;
75;1000000004649;6;6;1982365;279766025;283;2;11;;;385;
76;1000000004650;7;7;2477150;349600420;178;1;62;;;481;
76;1000000004651;8;8;978690;138125250;89;2;20;;;190;
77;1000000004652;9;9;2261728;319210070;375;1;83;;;439;
77;1000000004653;1;1;2035435;287277575;251;2;39;;;395;
78;1000000004654;2;2;1319424;186224640;67;1;46;;;256;
78;1000000004655;3;3;2407385;339786865;212;2;28;;;467;
79;1000000004656;4;4;1160100;163743750;127;1;11;;;225;
79;1000000004657;5;5;701352;98995080;98;2;13;;;136;
80;1000000004658;6;6;1119286;157989020;175;1;36;;;217;
80;1000000004659;7;7;1011164;142730140;166;2;3;;;196;
81;1000000004660;8;8;804960;113625720;124;1;29;;;156;
81;1000000004661;9;9;1088971;153718775;174;2;42;;;211;
82;1000000004662;1;1;2441626;344665640;290;1;66;;;473;
82;1000000004663;2;2;1657323;233956035;317;2;57;;;321;
83;1000000004664;3;3;2163716;305446810;282;1;58;;;419;
83;1000000004665;4;4;1094980;154578740;140;2;8;;;212;
84;1000000004666;5;5;2231712;315057600;326;1;21;;;432;
84;1000000004667;6;6;1369255;193305575;106;2;21;;;265;
85;1000000004668;7;7;1317840;186050550;90;1;51;;;255;
85;1000000004669;8;8;2491458;351746730;205;2;9;;;482;
86;1000000004670;9;9;1587190;224085440;158;1;30;;;307;
86;1000000004671;1;1;1975322;278888650;134;2;45;;;382;
87;1000000004672;2;2;1024056;144585540;143;1;19;;;198;
87;1000000004673;3;3;2250255;317717475;55;2;34;;;435;
88;1000000004674;4;4;796796;112503160;61;1;26;;;154;
88;1000000004675;5;5;1117800;157830120;183;2;4;;;216;
89;1000000004676;6;6;776400;109627500;119;1;4;;;150;
89;1000000004677;7;7;1320135;186406275;170;2;43;;;255;
90;1000000004678;8;8;2293854;323903880;369;1;62;;;443;
90;1000000004679;9;9;2408235;340061475;329;2;41;;;465;
91;1000000004680;1;1;1030820;145562530;198;1;29;;;199;
91;1000000004681;2;2;2336631;329962875;108;2;72;;;451;
92;1000000004682;3;3;1041582;147087780;32;1;24;;;201;
92;1000000004683;4;4;1549717;218848565;69;2;47;;;299;
93;1000000004684;5;5;1596672;225483720;113;1;43;;;308;
93;1000000004685;6;6;1980670;279717590;260;2;68;;;382;
94;1000000004686;7;7;2131446;301016400;71;1;78;;;411;
94;1000000004687;8;8;985530;139185450;135;2;11;;;190;
95;1000000004688;9;9;2044072;288687740;297;1;47;;;394;
95;1000000004689;1;1;1001477;141442945;102;2;21;;;193;
96;1000000004690;2;2;1333830;188386140;132;1;46;;;257;
96;1000000004691;3;3;2309995;326262875;257;2;35;;;445;
97;1000000004692;4;4;1879504;265465460;75;1;36;;;362;
97;1000000004693;5;5;1033407;145963515;70;2;39;;;199;
98;1000000004694;6;6;820652;115915120;78;1;20;;;158;
98;1000000004695;7;7;1974100;278842100;298;2;68;;;380;
99;1000000004696;8;8;1273020;179817750;226;1;29;;;245;
99;1000000004697;9;9;1496736;211422240;189;2;54;;;288;
100;1000000004698;1;1;1351480;190907600;219;1;44;;;260;
100;1000000004699;2;2;1788456;252638760;289;2;37;;;344;
101;1000000004700;3;3;811200;114592920;14;1;3;;;156;
101;1000000004701;4;4;884170;124903250;82;2;17;;;170;
102;1000000004702;5;5;2106810;297626400;122;1;24;;;405;
102;1000000004703;6;6;1633742;230800990;120;2;15;;;314;
103;1000000004704;7;7;988760;139686100;135;1;11;;;190;
103;1000000004705;8;8;1041000;147069000;137;2;24;;;200;
104;1000000004706;9;9;1082848;152984000;192;1;33;;;208;
104;1000000004707;1;1;2197354;310446410;281;2;67;;;422;
105;1000000004708;2;2;1328040;187631550;199;1;5;;;255;
105;1000000004709;3;3;1922121;271571085;198;2;7;;;369;
106;1000000004710;4;4;1938120;273836640;359;1;37;;;372;
106;1000000004711;5;5;547155;77308875;88;2;1;;;105;
107;1000000004712;6;6;1845048;260696220;125;1;17;;;354;
107;1000000004713;7;7;2497027;352824215;249;2;76;;;479;
108;1000000004714;8;8;2518362;355845420;320;1;24;;;483;
108;1000000004715;9;9;2383255;336761015;97;2;36;;;457;
109;1000000004716;1;1;2581920;364839750;251;1;44;;;495;
109;1000000004717;2;2;1137306;160710690;81;2;19;;;218;
110;1000000004718;3;3;678340;95856800;59;1;23;;;130;
110;1000000004719;4;4;641937;90714345;22;2;1;;;123;
111;1000000004720;5;5;1967940;278101590;23;1;56;;;377;
111;1000000004721;6;6;1811687;256025275;29;2;58;;;347;
112;1000000004722;7;7;1044400;147596000;123;1;2;;;200;
112;1000000004723;8;8;1697475;239893875;10;2;65;;;325;
113;1000000004724;9;9;950768;134368780;173;1;1;;;182;
113;1000000004725;1;1;1969825;278393765;369;2;64;;;377;
114;1000000004726;2;2;2126982;300610200;403;1;12;;;407;
114;1000000004727;3;3;1834677;259303005;263;2;3;;;351;
115;1000000004728;4;4;1244264;175860580;57;1;2;;;238;
115;1000000004729;5;5;1736028;245369580;328;2;33;;;332;
116;1000000004730;6;6;2442410;345215740;1;1;42;;;467;
116;1000000004731;7;7;1595455;225509375;33;2;30;;;305;
117;1000000004732;8;8;1836432;259575030;78;1;14;;;351;
117;1000000004733;9;9;1501871;212289595;122;2;8;;;287;
118;1000000004734;1;1;2182578;308513280;320;1;8;;;417;
118;1000000004735;2;2;1099350;155398950;150;2;12;;;210;
119;1000000004736;3;3;1256640;177636000;148;1;38;;;240;
119;1000000004737;4;4;1895794;267990410;219;2;39;;;362;
120;1000000004738;5;5;1859490;262863300;313;1;71;;;355;
120;1000000004739;6;6;2195141;310317685;283;2;16;;;419;
121;1000000004740;7;7;2164120;305938010;58;1;61;;;413;
121;1000000004741;8;8;2064954;291924450;148;2;35;;;394;
122;1000000004742;9;9;524200;74108000;67;1;5;;;100;
122;1000000004743;1;1;1473283;208287035;67;2;36;;;281;
123;1000000004744;2;2;2197236;310642410;284;1;16;;;419;
123;1000000004745;3;3;1384680;195767880;171;2;15;;;264;
124;1000000004746;4;4;1117398;157982100;162;1;17;;;213;
124;1000000004747;5;5;1448172;204751980;130;2;41;;;276;
125;1000000004748;6;6;1821056;257477470;110;1;27;;;347;
125;1000000004749;7;7;2341054;331005590;387;2;53;;;446;
126;1000000004750;8;8;1233750;174445200;74;1;35;;;235;
126;1000000004751;9;9;2089898;295505050;383;2;31;;;398;
127;1000000004752;1;1;1628120;230215300;309;1;46;;;310;
127;1000000004753;2;2;1113636;157470420;146;2;19;;;212;
128;1000000004754;3;3;662004;93610440;74;1;15;;;126;
128;1000000004755;4;4;1728895;244478255;281;2;42;;;329;
129;1000000004756;5;5;1413864;199934250;195;1;43;;;269;
129;1000000004757;6;6;935746;132326090;26;2;21;;;178;
130;1000000004758;7;7;2087426;295193320;315;1;43;;;397;
130;1000000004759;8;8;599526;84783510;83;2;7;;;114;
131;1000000004760;9;9;2503760;354082120;230;1;28;;;476;
131;1000000004761;1;1;1830828;258920700;258;2;48;;;348;
132;1000000004762;2;2;1857486;262695540;327;1;52;;;353;
132;1000000004763;3;3;731557;103462565;11;2;16;;;139;
133;1000000004764;4;4;1905568;269505380;225;1;65;;;362;
133;1000000004765;5;5;2416635;341792055;223;2;32;;;459;
134;1000000004766;6;6;1421820;201096000;184;1;24;;;270;
134;1000000004767;7;7;1011264;143031360;142;2;17;;;192;
135;1000000004768;8;8;2581320;365103900;39;1;4;;;490;
135;1000000004769;9;9;1538548;217617380;282;2;17;;;292;
136;1000000004770;1;1;843200;119267200;62;1;30;;;160;
136;1000000004771;2;2;2624958;371296350;495;2;9;;;498;
137;1000000004772;3;3;2214240;313206600;252;1;33;;;420;
137;1000000004773;4;4;1945737;275231565;43;2;14;;;369;
138;1000000004774;5;5;796374;112652040;137;1;9;;;151;
138;1000000004775;6;6;1012800;143269440;12;2;15;;;192;
139;1000000004776;7;7;1308448;185094800;60;1;29;;;248;
139;1000000004777;8;8;2279664;322490160;8;2;73;;;432;
140;1000000004778;9;9;1773408;250877760;73;1;23;;;336;
140;1000000004779;1;1;617643;87377355;77;2;1;;;117;
141;1000000004780;2;2;1219680;172550070;122;1;20;;;231;
141;1000000004781;3;3;1262159;178562875;189;2;45;;;239;
142;1000000004782;4;4;1383884;195787360;63;1;47;;;262;
142;1000000004783;5;5;2414331;341577795;197;2;22;;;457;
143;1000000004784;6;6;1199468;169702930;140;1;43;;;227;
143;1000000004785;7;7;1654205;234044185;237;2;56;;;313;
144;1000000004786;8;8;2415702;341790300;443;1;91;;;457;
144;1000000004787;9;9;560422;79293830;4;2;6;;;106;
145;1000000004788;1;1;957128;135426010;126;1;21;;;181;
145;1000000004789;2;2;1190025;168382125;97;2;20;;;225;
146;1000000004790;3;3;682410;96559080;41;1;25;;;129;
146;1000000004791;4;4;2338622;330914350;407;2;75;;;442;
147;1000000004792;5;5;1989792;281560080;281;1;45;;;376;
147;1000000004793;6;6;735727;104108915;10;2;8;;;139;
148;1000000004794;7;7;719984;101883040;109;1;17;;;136;
148;1000000004795;8;8;1953855;276489855;286;2;44;;;369;
149;1000000004796;9;9;2176656;308023950;298;1;32;;;411;
149;1000000004797;1;1;805144;113939960;61;2;7;;;152;
150;1000000004798;2;2;2066220;292406400;313;1;74;;;390;
150;1000000004799;3;3;1133986;160481810;207;2;27;;;214;
1;1000000004800;4;4;1945100;275275690;198;1;11;;;367;
1;1000000004801;5;5;938277;132789825;50;2;23;;;177;
2;1000000004802;6;6;721072;102051680;9;1;2;;;136;
2;1000000004803;7;7;726511;102823295;43;2;8;;;137;
3;1000000004804;8;8;1124448;159146280;86;1;16;;;212;
3;1000000004805;9;9;1787785;253034765;135;2;57;;;337;
4;1000000004806;1;1;1644860;232810000;269;1;46;;;310;
4;1000000004807;2;2;1799073;254641545;220;2;23;;;339;
5;1000000004808;3;3;1783488;252440160;24;1;50;;;336;
5;1000000004809;4;4;2028038;287059630;349;2;15;;;382;
6;1000000004810;5;5;2272680;321693360;225;1;72;;;428;
6;1000000004811;6;6;1497702;212000550;278;2;56;;;282;
7;1000000004812;7;7;802112;113541430;46;1;15;;;151;
7;1000000004813;8;8;1413258;200054610;103;2;31;;;266;
8;1000000004814;9;9;2125600;300896000;275;1;20;;;400;
8;1000000004815;1;1;2614980;370178340;74;2;54;;;492;
9;1000000004816;2;2;1153572;163303350;102;1;23;;;217;
9;1000000004817;3;3;1366469;193445185;74;2;17;;;257;
10;1000000004818;4;4;925332;130997640;122;1;29;;;174;
10;1000000004819;5;5;1797822;254519070;103;2;43;;;338;
11;1000000004820;6;6;1888600;267375350;228;1;24;;;355;
11;1000000004821;7;7;2447660;346529500;181;2;27;;;460;
12;1000000004822;8;8;1314534;186109560;122;1;24;;;247;
12;1000000004823;9;9;920879;130378855;146;2;1;;;173;
13;1000000004824;1;1;2326588;329406230;68;1;34;;;437;
13;1000000004825;2;2;654975;92735235;119;2;7;;;123;
14;1000000004826;3;3;937376;132721600;40;1;22;;;176;
14;1000000004827;4;4;2120146;300193490;28;2;19;;;398;
15;1000000004828;5;5;2360304;334203630;352;1;8;;;443;
15;1000000004829;6;6;1769228;250515580;143;2;36;;;332;
16;1000000004830;7;7;2249260;318491840;236;1;54;;;422;
16;1000000004831;8;8;2004456;283833000;1;2;7;;;376;
17;1000000004832;9;9;1540948;218203670;33;1;37;;;289;
17;1000000004833;1;1;1253255;177468475;122;2;18;;;235;
18;1000000004834;2;2;1594866;225846660;73;1;53;;;299;
18;1000000004835;3;3;1499135;212294095;189;2;42;;;281;
19;1000000004836;4;4;1563448;221405450;128;1;23;;;293;
19;1000000004837;5;5;2503053;354472545;176;2;28;;;469;
20;1000000004838;6;6;699278;99030760;53;1;13;;;131;
20;1000000004839;7;7;1558988;220785580;290;2;52;;;292;
21;1000000004840;8;8;2034540;288138870;127;1;76;;;381;
21;1000000004841;9;9;1570254;222388950;52;2;47;;;294;
22;1000000004842;1;1;1335500;189145000;178;1;17;;;250;
22;1000000004843;2;2;881595;124861275;21;2;4;;;165;
23;1000000004844;3;3;935200;132455750;128;1;21;;;175;
23;1000000004845;4;4;1587465;224842365;161;2;53;;;297;
24;1000000004846;5;5;2015442;285464400;349;1;60;;;377;
24;1000000004847;6;6;2481008;351412720;239;2;78;;;464;
25;1000000004848;7;7;1347696;190892520;216;1;15;;;252;
25;1000000004849;8;8;1588653;225026505;16;2;23;;;297;
26;1000000004850;9;9;642000;90938400;87;1;18;;;120;
26;1000000004851;1;1;2295579;325171275;213;2;4;;;429;
27;1000000004852;2;2;1830384;259280460;47;1;10;;;342;
27;1000000004853;3;3;2076964;294214580;300;2;31;;;388;
28;1000000004854;4;4;1841776;260903360;152;1;17;;;344;
28;1000000004855;5;5;2190195;310265355;228;2;16;;;409;
29;1000000004856;6;6;599872;84980000;78;1;7;;;112;
29;1000000004857;7;7;2030303;287624995;356;2;60;;;379;
30;1000000004858;8;8;2336088;330950160;323;1;52;;;436;
30;1000000004859;9;9;1586264;224727640;262;2;2;;;296;
31;1000000004860;1;1;1532960;217179820;45;1;42;;;286;
31;1000000004861;2;2;1061478;150385950;82;2;33;;;198;
32;1000000004862;3;3;2268126;321344640;6;1;12;;;423;
32;1000000004863;4;4;2107659;298615155;249;2;11;;;393;
33;1000000004864;5;5;1153260;163397850;170;1;34;;;215;
33;1000000004865;6;6;692085;98058705;70;2;12;;;129;
34;1000000004866;7;7;1749316;247857800;187;1;26;;;326;
34;1000000004867;8;8;2549325;361216125;199;2;23;;;475;
35;1000000004868;9;9;2329712;330104740;266;1;17;;;434;
35;1000000004869;1;1;2587858;366688730;289;2;9;;;482;
36;1000000004870;2;2;1444530;204687480;230;1;24;;;269;
36;1000000004871;3;3;1928189;273225925;72;2;10;;;359;
37;1000000004872;4;4;1160352;164425680;44;1;36;;;216;
37;1000000004873;5;5;934902;132480990;96;2;5;;;174;
38;1000000004874;6;6;682498;96715580;105;1;21;;;127;
38;1000000004875;7;7;1080375;153100695;39;2;28;;;201;
39;1000000004876;8;8;849408;120372300;81;1;31;;;158;
39;1000000004877;9;9;1645362;233173530;92;2;18;;;306;
40;1000000004878;1;1;2624464;371934080;208;1;63;;;488;
40;1000000004879;2;2;2323728;329320080;86;2;17;;;432;
41;1000000004880;3;3;2065920;292788480;105;1;72;;;384;
41;1000000004881;4;4;1980208;280646000;248;2;29;;;368;
42;1000000004882;5;5;947232;134249280;34;1;26;;;176;
42;1000000004883;6;6;1727943;244902135;2;2;32;;;321;
43;1000000004884;7;7;2541248;360178480;437;1;61;;;472;
43;1000000004885;8;8;1233165;174783105;88;2;25;;;229;
44;1000000004886;9;9;2579894;365668600;474;1;23;;;479;
44;1000000004887;1;1;1282106;181726090;224;2;30;;;238;
45;1000000004888;2;2;1309284;185581530;58;1;17;;;243;
45;1000000004889;3;3;732904;103885640;13;2;23;;;136;
46;1000000004890;4;4;2474010;350685180;447;1;13;;;459;
46;1000000004891;5;5;1396269;197921325;51;2;51;;;259;
47;1000000004892;6;6;808800;114649500;144;1;25;;;150;
47;1000000004893;7;7;1181067;167422215;146;2;6;;;219;
48;1000000004894;8;8;2011962;285210720;326;1;59;;;373;
48;1000000004895;9;9;1575340;223320140;185;2;58;;;292;
49;1000000004896;1;1;1840036;260847950;105;1;44;;;341;
49;1000000004897;2;2;1063209;150725685;87;2;35;;;197;
50;1000000004898;3;3;2569448;364263760;219;1;57;;;476;
50;1000000004899;4;4;1382144;195946240;75;2;20;;;256;
51;1000000004900;5;5;550800;78088140;64;1;13;;;102;
51;1000000004901;6;6;2306227;326964575;128;2;59;;;427;
52;1000000004902;7;7;1998740;283375600;108;1;70;;;370;
52;1000000004903;8;8;2517798;356972310;376;2;41;;;466;
53;1000000004904;9;9;2664172;377731670;242;1;78;;;493;
53;1000000004905;1;1;1237745;175493005;82;2;38;;;229;
54;1000000004906;2;2;1508274;213853500;166;1;53;;;279;
54;1000000004907;3;3;1935706;274462490;126;2;10;;;358;
55;1000000004908;4;4;2579616;365768370;328;1;66;;;477;
55;1000000004909;5;5;1125072;159528720;187;2;20;;;208;
56;1000000004910;6;6;2191050;310683600;119;1;48;;;405;
56;1000000004911;7;7;1937138;274684450;178;2;42;;;358;
57;1000000004912;8;8;671088;95161320;109;1;3;;;124;
57;1000000004913;9;9;866080;122813600;47;2;22;;;160;
58;1000000004914;1;1;2685344;380799040;366;1;24;;;496;
58;1000000004915;2;2;2517975;357071175;246;2;60;;;465;
59;1000000004916;3;3;2025584;287250700;66;1;63;;;374;
59;1000000004917;4;4;1836363;260421495;250;2;64;;;339;
60;1000000004918;5;5;2481444;351908880;394;1;50;;;458;
60;1000000004919;6;6;601509;85305165;65;2;2;;;111;
61;1000000004920;7;7;1571800;222914300;32;1;49;;;290;
61;1000000004921;8;8;970359;137619675;81;2;1;;;179;
62;1000000004922;9;9;1247060;176865400;108;1;25;;;230;
62;1000000004923;1;1;818873;116139385;28;2;22;;;151;
63;1000000004924;2;2;2044848;290022330;84;1;52;;;377;
63;1000000004925;3;3;2316475;328553015;14;2;38;;;427;
64;1000000004926;4;4;1915378;271668800;208;1;14;;;353;
64;1000000004927;5;5;1069119;151641735;139;2;39;;;197;
65;1000000004928;6;6;776204;110097130;40;1;17;;;143;
65;1000000004929;7;7;1992443;282613855;352;2;33;;;367;
66;1000000004930;8;8;2345760;332735040;211;1;21;;;432;
66;1000000004931;9;9;1156803;164089875;164;2;10;;;213;
67;1000000004932;1;1;1124424;159499710;110;1;2;;;207;
67;1000000004933;2;2;2586108;366846060;267;2;76;;;476;
68;1000000004934;3;3;2510508;356128080;216;1;78;;;462;
68;1000000004935;4;4;2190305;310710985;209;2;80;;;403;
69;1000000004936;5;5;2641896;374778900;118;1;34;;;486;
69;1000000004937;6;6;685062;97184430;19;2;22;;;126;
70;1000000004938;7;7;1462822;207522740;107;1;16;;;269;
70;1000000004939;8;8;663558;94137030;95;2;23;;;122;
71;1000000004940;9;9;2600320;368906060;437;1;28;;;478;
71;1000000004941;1;1;1572449;223086325;60;2;28;;;289;
72;1000000004942;2;2;2334618;331222320;363;1;30;;;429;
72;1000000004943;3;3;2601754;369128330;205;2;95;;;478;
73;1000000004944;4;4;1480768;210090080;263;1;16;;;272;
73;1000000004945;5;5;2232450;316743450;327;2;57;;;410;
74;1000000004946;6;6;669858;95042100;110;1;20;;;123;
74;1000000004947;7;7;1149317;163072405;60;2;40;;;211;
75;1000000004948;8;8;2522424;357903630;57;1;4;;;463;
75;1000000004949;9;9;1302311;184786435;213;2;19;;;239;
76;1000000004950;1;1;1700400;241275840;293;1;37;;;312;
76;1000000004951;2;2;2169498;307843050;201;2;67;;;398;
77;1000000004952;3;3;1330288;188765720;89;1;7;;;244;
77;1000000004953;4;4;921557;130769665;56;2;13;;;169;
78;1000000004954;5;5;2367036;335889960;309;1;13;;;434;
78;1000000004955;6;6;1849245;262418205;246;2;67;;;339;
79;1000000004956;7;7;2193312;311248500;301;1;40;;;402;
79;1000000004957;8;8;2008176;284981040;214;2;22;;;368;
80;1000000004958;9;9;971524;137871680;7;1;24;;;178;
80;1000000004959;1;1;2576648;365665480;470;2;56;;;472;
81;1000000004960;2;2;1337700;189843150;95;1;31;;;245;
81;1000000004961;3;3;1064895;151129875;115;2;27;;;195;
82;1000000004962;4;4;2452438;348055820;96;1;35;;;449;
82;1000000004963;5;5;1698993;241129185;7;2;52;;;311;
83;1000000004964;6;6;551864;78324490;92;1;6;;;101;
83;1000000004965;7;7;1093000;155129000;184;2;28;;;200;
84;1000000004966;8;8;994812;141195600;40;1;14;;;182;
84;1000000004967;9;9;1618232;229682680;109;2;47;;;296;
85;1000000004968;1;1;2230944;316652880;194;1;32;;;408;
85;1000000004969;2;2;2537616;360186960;157;2;64;;;464;
86;1000000004970;3;3;1679290;238360940;244;1;61;;;307;
86;1000000004971;4;4;1619416;229866200;283;2;32;;;296;
87;1000000004972;5;5;2473344;351081960;127;1;22;;;452;
87;1000000004973;6;6;2063321;292885645;149;2;41;;;377;
88;1000000004974;7;7;930580;132096800;133;1;11;;;170;
88;1000000004975;8;8;2617050;371499210;85;2;66;;;478;
89;1000000004976;9;9;1319716;187341350;54;1;43;;;241;
89;1000000004977;1;1;1018722;144615930;128;2;22;;;186;
90;1000000004978;2;2;942216;133757520;51;1;32;;;172;
90;1000000004979;3;3;2071062;294014070;234;2;64;;;378;
91;1000000004980;4;4;2274200;322857550;298;1;16;;;415;
91;1000000004981;5;5;1660743;235771875;151;2;51;;;303;
92;1000000004982;6;6;756516;107402640;5;1;1;;;138;
92;1000000004983;7;7;2472833;351074185;240;2;58;;;451;
93;1000000004984;8;8;1124220;159610950;181;1;12;;;205;
93;1000000004985;9;9;839205;119147985;87;2;7;;;153;
94;1000000004986;1;1;2035306;288971900;290;1;44;;;371;
94;1000000004987;2;2;1174218;166717770;205;2;32;;;214;
95;1000000004988;3;3;1783600;253243250;232;1;48;;;325;
95;1000000004989;4;4;845306;120022210;40;2;29;;;154;
96;1000000004990;5;5;2130120;302453760;150;1;58;;;388;
96;1000000004991;6;6;1916359;272106575;217;2;24;;;349;
97;1000000004992;7;7;906180;128671950;127;1;6;;;165;
97;1000000004993;8;8;2559738;363473010;15;2;74;;;466;
98;1000000004994;9;9;2576686;365885660;291;1;93;;;469;
98;1000000004995;1;1;1626520;230967320;275;2;35;;;296;
99;1000000004996;2;2;2495184;354324300;37;1;9;;;454;
99;1000000004997;3;3;1346765;191248225;228;2;26;;;245;
100;1000000004998;4;4;1325018;188163160;116;1;19;;;241;
100;1000000004999;5;5;1044810;148373850;118;2;19;;;190;
101;1000000000000;6;6;201500;2466360;53;1;56;;;403;
101;1000000000001;7;7;65631;802375;112;2;15;;;131;
102;1000000000002;8;8;81826;1048090;104;1;22;;;163;
102;1000000000003;9;9;84001;1091345;164;2;31;;;167;
103;1000000000004;1;1;123480;1639050;84;1;22;;;245;
103;1000000000005;2;2;188870;2560030;212;2;44;;;374;
104;1000000000006;3;3;120428;1666000;179;1;38;;;238;
104;1000000000007;4;4;252486;3563190;113;2;14;;;498;
105;1000000000008;5;5;168656;2426920;0;1;66;;;332;
